origin_air_month,dep_delay_x,dep_delay_y
1043112,17.320508075688775,3.0
104312,9.899494936611665,-11.0
104313,21.639910218984603,5.428571428571429
104314,13.937359864766353,-3.75
104315,17.925772879665004,4.333333333333333
104316,1.707825127659933,-2.75
104317,14.229412864773813,0.14285714285714285
104318,13.501851724856113,-0.6
104319,12.694205652298892,-3.142857142857143
104341,,8.0
1043410,,-1.0
1043411,4.764451699828638,-3.8
104342,,-2.0
104343,,-8.0
104344,,-1.0
104345,2.0816659994661326,-8.666666666666666
104346,4.242640687119285,-3.0
104347,4.898979485566356,-10.0
104348,,-6.0
104349,2.1213203435596424,-6.5
104661,6.4807406984078595,-6.0
1046610,9.639329160614167,-3.25
1046612,,16.0
104662,10.606601717798213,1.5
104663,1.4142135623730951,-1.0
104664,3.5355339059327378,-3.5
104666,,-6.0
104667,12.921558213569549,4.833333333333333
104668,9.864076236526156,0.6
104669,,0.0
1046910,4.932882862316247,-4.333333333333333
1046911,,-3.0
104692,8.48528137423857,-10.0
104694,0.7071067811865476,-9.5
104695,,-11.0
104696,0.7071067811865476,-9.5
104698,2.8284271247461903,-9.0
104699,7.52772652709081,-7.0
105291,7.719024117939608,-3.125
1052910,6.212534767330814,-5.705882352941177
1052911,14.312227963564784,-0.3888888888888889
1052912,6.5086537086724165,-1.8421052631578947
105292,6.258933010045916,-5.083333333333333
105293,10.552676170478005,-3.230769230769231
105294,6.694677994518661,-3.526315789473684
105295,15.335430825265108,0.21052631578947367
105296,10.828584476201945,1.2142857142857142
105297,11.184352622737874,-0.38461538461538464
105298,9.603920767980496,-0.11764705882352941
105299,4.153859103838918,-6.363636363636363
105511,,-18.0
1055111,,17.0
105515,25.45584412271571,-12.0
105516,,-11.0
105518,,-10.0
105519,,6.0
105581,,-15.0
105583,,-7.0
105584,,-2.0
105586,,19.0
105588,,-18.0
105589,,-8.0
105611,,-5.0
1056110,,-6.0
1056111,,-4.0
105613,,-14.0
105614,7.234178138070234,-2.3333333333333335
105615,,-10.0
105616,,-7.0
105618,,-3.0
105619,2.5166114784235836,-7.333333333333333
105773,2.1213203435596424,-6.5
105778,,-3.0
105811,23.09401076758503,8.333333333333334
1058110,0.0,-10.0
1058111,3.0,-7.0
1058112,3.361547262794322,-6.4
105813,2.1213203435596424,-1.5
105815,,-10.0
105816,0.5773502691896258,-9.666666666666666
105817,22.7941095147722,7.714285714285714
105818,1.4142135623730951,-7.0
105819,3.1091263510296048,-5.5
105991,14.67310464761974,7.4
1059910,17.212433213896784,2.375
1059911,15.132745950421555,4.666666666666667
1059912,6.078194176270157,-0.7777777777777778
105992,8.363943780033171,-2.8
105993,12.366725412812295,0.5384615384615384
105994,5.506561742341788,-5.1
105995,6.242328625334193,-1.8333333333333333
105996,5.820028116145769,-0.5454545454545454
105997,5.474458600601248,-4.166666666666667
105998,11.375943385587322,0.21428571428571427
105999,13.675809949607292,2.4444444444444446
106201,,-11.0
1062010,0.7071067811865476,-6.5
1062011,5.656854249492381,-4.0
1062012,,-9.0
106202,7.571877794400366,-1.6666666666666667
106203,4.949747468305833,14.5
106204,4.932882862316247,-9.333333333333334
106206,8.103497187428813,1.5
106207,8.366600265340756,1.0
106208,13.279056191361391,2.6666666666666665
106209,3.605551275463989,-6.0
106271,8.48528137423857,-10.0
1062710,30.5,9.75
1062711,2.6457513110645907,-5.0
1062712,12.526638282742368,-4.25
106272,10.44030650891055,-5.0
106273,16.165807537309522,-1.3333333333333333
106274,4.242640687119285,-8.0
106275,0.0,-6.0
106277,2.516611478423583,-5.5
106278,2.0412414523193148,-4.833333333333333
106279,2.8867513459481287,-6.666666666666667
1063110,,15.0
106315,,-4.0
106317,,-10.0
106439,,-12.0
106661,8.48528137423857,3.0
1066610,16.77299416721217,0.6666666666666666
1066611,4.242640687119285,-8.0
106662,,-1.0
106663,1.0,-8.0
106664,7.094598884597588,-1.3333333333333333
106665,,-14.0
106666,7.505553499465135,-5.666666666666667
106668,4.509249752822894,-4.5
106669,,-3.0
106761,,15.0
1067610,,0.0
106762,,-9.0
106763,,0.0
106766,,0.0
106768,,41.0
106851,,-10.0
1068510,,-8.0
1068511,,-13.0
1068512,15.947831618540915,3.6666666666666665
106852,3.5355339059327378,-10.5
106853,7.234178138070234,-4.333333333333333
106854,,-17.0
106855,,-10.0
106856,7.234178138070234,-12.666666666666666
106857,,0.0
106931,11.344268904375898,-0.11428571428571428
1069310,7.22699226554799,-2.3404255319148937
1069311,9.733618120664662,-1.5238095238095237
1069312,9.65336728815391,1.5625
106932,11.865506474754417,1.0975609756097562
106933,9.241878124384124,0.9523809523809523
106934,11.678599339804517,1.8055555555555556
106935,12.546444329216245,5.408163265306122
106936,17.505298736981548,3.625
106937,10.700923142306976,2.8780487804878048
106938,11.919516194466974,2.4705882352941178
106939,5.706112055945705,-2.5294117647058822
107131,7.711463328491335,-3.3333333333333335
1071310,16.115099396883302,5.625
1071311,3.5355339059327378,-3.6666666666666665
1071312,4.3758829564273825,-4.928571428571429
107132,16.489923663182385,2.9285714285714284
107133,10.06408039940631,3.4285714285714284
107134,8.297255235585105,-2.2
107135,15.598147255433826,4.928571428571429
107136,8.903898683425474,-0.8235294117647058
107137,5.9237580209617855,-2.909090909090909
107138,6.2105900340811875,-5.428571428571429
107139,3.395462658705978,-4.9375
107211,14.626541865743748,1.9791666666666667
1072110,9.519244237586134,-1.462686567164179
1072111,10.892919544480792,-1.05
1072112,12.213182508308234,1.4310344827586208
107212,9.708495037158169,-1.4791666666666667
107213,14.7927146722598,2.264705882352941
107214,11.793546671916317,0.13432835820895522
107215,13.745919708843614,0.7283950617283951
107216,11.222563020358617,2.515151515151515
107217,10.009627400290217,-1.1666666666666667
107218,11.940677447601386,0.15254237288135594
107219,12.847345214256487,0.5641025641025641
107281,,-2.0
1072811,,0.0
1072812,,-8.0
107283,,-9.0
107286,10.606601717798213,-4.5
107289,3.5355339059327378,-9.5
107311,,-1.0
1073210,,-8.0
1073211,4.242640687119285,-6.0
1073212,,-7.0
107322,,-13.0
107323,2.8284271247461903,1.0
107324,31.81980515339464,18.5
107325,,-4.0
107326,,-8.0
107392,4.242640687119285,-6.0
107393,,-7.0
107394,,-7.0
107396,,-6.0
107398,,-11.0
107471,,-12.0
1074710,2.1213203435596424,-8.5
1074711,,-9.0
1074712,,-11.0
107472,,-1.0
107473,,-10.0
107475,,-4.0
107477,0.7071067811865476,-9.5
107478,2.516611478423583,-7.666666666666667
107479,,-12.0
107544,,-7.0
107545,,-9.0
107792,,-3.0
107793,2.1213203435596424,-5.5
107811,3.605551275463989,-8.0
1078110,2.362907813126304,-5.75
1078111,7.5938571665963455,0.5
1078112,15.37313674346694,-3.6666666666666665
107812,3.872983346207417,-2.5
107813,4.09878030638384,-4.6
107814,4.932882862316248,-8.333333333333334
107815,12.095453691366853,1.4
107816,2.753785273643051,-7.25
107817,6.8068592855540455,-8.666666666666666
107818,5.560275772537426,-5.25
107819,5.442338432975996,-6.428571428571429
107851,18.10633275167243,6.125
1078510,13.941345383825448,0.8888888888888888
1078511,7.593125545883958,-4.1
1078512,25.36335939894398,13.6
107852,,-11.0
107853,3.8815804341359033,-5.333333333333333
107854,6.429100507328637,-5.666666666666667
107855,3.5637059362410923,-7.2
107856,2.16794833886788,-4.8
107857,11.284207253207173,0.0
107858,1.4142135623730951,-8.0
107859,,-11.0
107921,17.411594882825536,-1.8181818181818181
1079210,7.960056532462568,1.1875
1079211,4.606319769423506,-3.727272727272727
1079212,11.216059914247962,-1.0
107922,25.41871576439516,6.111111111111111
107923,7.775252115175781,-4.5
107924,12.708522177960441,-2.7222222222222223
107925,13.509256086106294,-1.0
107926,6.965281869038145,-2.1666666666666665
107927,19.348358440936906,4.230769230769231
107928,6.160808027812225,-2.2
107929,9.905435228137303,-3.3333333333333335
108001,13.95573358874409,3.3125
1080010,10.126963247458963,-1.6538461538461537
1080011,4.187825066532602,-1.4166666666666667
1080012,8.54486429865056,-0.5294117647058824
108002,13.492759000832464,0.6363636363636364
108003,15.783402341500524,5.8
108004,13.282434901894943,4.5
108005,12.292378293176798,5.538461538461538
108006,13.438975429922499,-0.3333333333333333
108007,9.33489961794946,1.8421052631578947
108008,14.509438635722937,2.6666666666666665
108009,10.227637809553029,-0.3888888888888889
108211,9.432125060927849,0.8727272727272727
1082110,15.498544210561619,2.441860465116279
1082111,12.606378715306214,3.196078431372549
1082112,13.846417242025158,5.555555555555555
108212,8.344856897313257,0.5945945945945946
108213,13.643323233311838,3.7796610169491527
108214,10.766108438479103,2.3333333333333335
108215,15.312981256371446,7.428571428571429
108216,12.098804226262835,5.288135593220339
108217,11.043975179033229,4.1
108218,12.164804412481182,2.983050847457627
108219,10.225065125226084,-0.358974358974359
108491,19.091883092036785,10.5
1084910,1.707825127659933,-5.75
1084911,,-4.0
1084912,4.4986770542121866,-5.714285714285714
108492,24.041630560342615,4.0
108493,,-9.0
108494,17.67766952966369,10.5
108495,9.44986772394196,-5.6
108496,9.289779329994873,-4.5
108497,10.21140182701314,-3.4545454545454546
108498,3.0767948691238205,-5.333333333333333
108499,3.0550504633038935,-4.666666666666667
108681,13.47837774610382,1.5
1086810,2.1908902300206647,-4.4
1086811,22.171678631383177,4.25
1086812,1.1547005383792517,-4.666666666666667
108682,10.96965511460289,3.6666666666666665
108683,14.294521094927712,8.666666666666666
108684,3.9327683210007,-5.666666666666667
108685,14.747881203752627,1.3333333333333333
108686,10.60996835864408,-0.7142857142857143
108687,10.807404868885037,0.4
108688,16.403251710153896,1.3333333333333333
108689,,-13.0
108741,9.063269671749657,-1.8571428571428572
1087410,6.608075867199671,-5.5
1087411,12.711075036023844,3.7142857142857144
1087412,6.557438524302,-5.5
108742,4.3089055068157,-7.833333333333333
108743,4.242640687119285,-5.0
108744,0.7071067811865476,-10.5
108745,6.363961030678928,-3.5
108746,,-5.0
108747,20.8806130178211,1.0
108749,4.355073669487885,-6.833333333333333
1091810,5.656854249492381,-8.0
109186,,-9.0
109189,,-5.0
109261,,-27.0
1092610,,-28.0
1092611,,-26.0
109268,,-13.0
1096710,,-9.0
1096711,,-2.0
109673,,-7.0
109676,,2.0
109678,,-5.0
109679,,-4.0
109801,2.0,-3.0
1098010,6.363961030678928,-2.5
1098011,11.856081421222893,4.166666666666667
109802,1.7320508075688772,-4.0
109803,4.898979485566356,-6.0
109804,6.2048368229954285,-3.75
109805,4.725815626252609,-5.333333333333333
109806,1.4142135623730951,-4.0
109807,8.082903768654761,-5.333333333333333
109808,1.5275252316519468,-5.333333333333333
109809,1.5,-4.75
109901,3.0,-9.0
1099010,4.242640687119285,-8.0
1099011,2.8867513459481287,-9.333333333333334
1099012,4.358898943540674,-6.0
109902,6.800735254367722,-0.25
109903,4.8270073544588685,-6.6
109904,6.557438524302,0.0
109905,22.54624876411447,8.5
109906,6.414269805898185,1.1428571428571428
109907,6.260990336999411,-7.2
109908,26.27419519858474,-0.3333333333333333
109909,5.163977794943222,-7.333333333333333
109941,6.019200049073732,-4.6923076923076925
1099410,9.872343080279212,-3.1
1099411,4.3094580368566735,-3.0
1099412,18.40289832245635,8.0
109942,5.411920998027307,-2.8
109943,5.38353565422863,-2.736842105263158
109944,14.881616175671242,0.4375
109945,4.100073909163841,-3.9166666666666665
109946,9.168022228318787,0.9473684210526315
109947,3.961871851969542,-1.625
109948,4.035556254807296,-5.428571428571429
109949,2.982857002512172,-4.3076923076923075
110031,,-7.0
1100310,8.962886439832502,-2.5
1100311,6.48074069840786,2.0
1100312,17.04406054905931,1.3333333333333333
110032,32.715949219506584,26.333333333333332
110033,12.067271755415456,-2.4285714285714284
110034,15.275252316519467,5.333333333333333
110035,14.0089257261219,4.75
110036,32.127869521647405,7.8
110037,6.377042156569663,-12.0
110038,6.740072064048828,-4.0
110039,8.845903006477068,0.25
110134,,-10.0
110135,,-3.0
110277,,28.0
110279,,-15.0
110421,12.657013865837392,-0.25
1104210,12.266015413941895,-0.7446808510638298
1104211,14.90926860454867,3.1875
1104212,10.152996273678689,-1.6
110422,5.3999999999999995,-4.92
110423,8.701697548747891,-2.7333333333333334
110424,13.011474226176738,-0.5384615384615384
110425,14.12770165394883,1.1666666666666667
110426,7.194014606174091,0.07692307692307693
110427,12.966050344590736,-0.038461538461538464
110428,12.93495875118034,-1.05
110429,4.090702403481114,-4.423076923076923
1104910,1.4142135623730951,-7.0
1104911,1.4142135623730951,-4.0
1104912,,-5.0
110492,,-15.0
110493,10.53169818531972,-3.75
110494,,-12.0
110495,,-3.0
110497,,-10.0
110571,10.039816430117451,0.23728813559322035
1105710,12.21679026555407,1.3109243697478992
1105711,12.218995903513012,1.2735042735042734
1105712,11.335215694724932,0.8166666666666667
110572,11.421834829462316,0.7452830188679245
110573,11.024385614456722,1.2318840579710144
110574,9.203738400436146,1.0642201834862386
110575,11.818913144959112,2.675213675213675
110576,13.438815397805028,3.1707317073170733
110577,10.97585840775631,1.8666666666666667
110578,11.80902837918955,0.975
110579,9.063059568243057,-1.083969465648855
110661,14.539052856737763,2.4166666666666665
1106610,12.098716765360741,0.8
1106611,12.120448141793055,-1.8
1106612,13.603220907109428,2.0
110662,14.089988565565898,-0.4444444444444444
110663,9.778499251881529,0.0
110664,9.027656146452163,-0.037037037037037035
110665,16.764231974182724,3.75
110666,10.214090039138842,0.4074074074074074
110667,13.161007606263329,0.45454545454545453
110668,14.746589597663075,2.4761904761904763
110669,5.363837337964519,-3.9565217391304346
1106710,,-2.0
1106711,,0.0
1106712,,7.0
110673,,22.0
110674,2.8284271247461903,-10.0
110675,1.4142135623730951,-12.0
110676,,-12.0
110677,,-12.0
110678,6.027713773341708,-1.6666666666666667
110679,21.213203435596427,16.0
110761,,-11.0
1107610,,-12.0
110763,,-11.0
110767,,-13.0
110975,,-11.0
110976,,-8.0
110977,,2.0
111091,17.08243319347463,0.8571428571428571
1110910,11.92895636675732,2.4
1110911,11.313708498984761,-2.0
1110912,7.804912982645397,-0.75
111092,5.795112883571237,-8.25
111093,4.979959839195493,-4.6
111094,32.526911934581186,17.0
111095,12.029131306956458,-2.2
111096,3.366501646120693,-8.0
111097,2.774243783705493,-5.375
111098,10.996969279457561,0.4
111099,,-5.0
111111,,-11.0
1111111,,-11.0
1111112,3.5355339059327378,1.5
111116,4.949747468305833,-3.5
111117,,-4.0
111118,18.384776310850235,20.0
111119,,-4.0
1112212,3.5355339059327378,-7.5
111222,,-7.0
111223,4.242640687119285,-9.0
111225,2.8284271247461903,-7.0
111226,,-5.0
111227,3.5118845842842465,-9.666666666666666
111229,,-9.0
111401,12.727922061357855,-5.0
1114010,2.1213203435596424,-10.5
1114011,4.242640687119285,-4.0
1114012,19.091883092036785,0.0
111402,6.363961030678928,-0.5
111403,10.606601717798213,-9.5
111404,2.081665999466133,-7.666666666666667
111405,1.7320508075688772,-10.0
111406,19.295940851208403,2.3333333333333335
111407,6.855654600401044,-8.5
111408,4.725815626252609,-5.333333333333333
111409,11.518101695447331,0.0
111461,9.128709291752768,-7.0
1114610,4.041451884327381,-4.666666666666667
1114611,0.7071067811865476,-2.5
1114612,,-8.0
111462,5.585696017507577,-0.8
111463,12.020815280171307,1.5
111464,9.192388155425117,-3.5
111465,2.8284271247461903,-8.0
111466,0.0,-6.0
111467,9.291573243177568,-7.666666666666667
111468,3.271085446759225,-3.2
111469,29.68725877094976,21.333333333333332
1115010,,-10.0
111503,,-3.0
111507,8.48528137423857,1.0
111509,38.18376618407357,21.0
111931,12.146828991364558,-3.5
1119310,12.153600289626114,0.72
1119311,3.8749389046992104,-6.409090909090909
1119312,9.934568544930023,1.0
111932,11.726707530917173,0.14814814814814814
111933,4.797435212213356,-3.1538461538461537
111934,11.900345945317456,-2.185185185185185
111935,17.733331684474265,4.55
111936,10.84598856629932,0.7241379310344828
111937,8.691688820100184,-2.0
111938,14.892806952510032,0.9354838709677419
111939,9.837135292819285,-1.6666666666666667
112031,,-6.0
1120310,5.686240703077327,1.3333333333333333
1120312,24.748737341529164,0.5
112032,26.16295090390226,18.5
112033,19.28730152198591,17.0
112034,6.429100507328637,-2.3333333333333335
112035,4.949747468305833,-11.5
112036,1.0,-2.0
112037,8.48528137423857,-7.0
112038,7.7781745930520225,12.5
112039,,-4.0
112337,,19.0
112521,,17.0
1125210,4.242640687119285,-1.0
1125212,7.455423082115015,-3.25
112522,4.242640687119285,-3.0
112523,,-3.0
112524,2.8284271247461903,-7.0
112525,3.5355339059327378,-8.5
112526,10.606601717798213,5.5
112527,3.5355339059327378,-3.5
112528,10.606601717798213,8.5
112529,,-6.0
112591,15.223747341929455,6.0256410256410255
1125910,10.531393849356144,3.75
1125911,13.221524576281364,4.393939393939394
1125912,11.244685811608187,3.735294117647059
112592,12.221894805785153,4.266666666666667
112593,11.54999129222939,4.666666666666667
112594,10.461228493217304,3.861111111111111
112595,11.694911061719665,5.676470588235294
112596,14.11344727341247,6.757575757575758
112597,9.737582493643524,2.5
112598,13.15002193622037,2.3333333333333335
112599,8.483994396482133,2.433333333333333
112671,10.69579356569675,-2.0
1126710,7.454101982374293,-3.1818181818181817
1126711,22.20521174344952,4.25
1126712,3.559026084010437,-6.0
112672,3.044315545875155,-7.125
112673,14.228386053835118,-3.5833333333333335
112674,15.941858647687763,0.14285714285714285
112675,4.832922806867792,-1.75
112676,8.280499179799891,-2.1666666666666665
112677,10.510765456244872,-3.142857142857143
112678,5.0896720822428145,-6.285714285714286
112679,13.827230658823465,-0.7692307692307693
1127412,,-11.0
112743,,-2.0
112744,,-8.0
112745,,30.0
112781,13.1737700532807,0.3728813559322034
1127810,8.95615197659397,-3.2
1127811,12.161775032034779,0.10526315789473684
1127812,12.584101691603394,1.2769230769230768
112782,14.235890502058723,2.2465753424657535
112783,9.611722338963736,-1.1323529411764706
112784,11.084037609297019,-0.7017543859649122
112785,16.567932024032913,2.7547169811320753
112786,11.174481984371697,-0.6666666666666666
112787,13.199479356906693,2.1379310344827585
112788,12.45549017150569,-0.49295774647887325
112789,8.32422690843951,-3.8
112921,12.773892024763535,1.5873015873015872
1129210,8.351929301491127,-0.051094890510948905
1129211,11.200996710284441,0.8067226890756303
1129212,13.300627780161552,4.0661764705882355
112922,9.586164231513015,1.2061855670103092
112923,9.625584349169065,1.4827586206896552
112924,11.886393326006587,0.46956521739130436
112925,14.082883308911434,2.3495934959349594
112926,10.14925036212849,1.5333333333333334
112927,12.201277436499783,2.7902097902097904
112928,10.439988358146715,1.08125
112929,11.631454902769041,1.694915254237288
112981,10.440178693618423,0.051470588235294115
1129810,12.333544399738361,1.6984126984126984
1129811,12.857718906352778,2.544378698224852
1129812,10.490246014174712,1.9191176470588236
112982,12.45199892498079,2.485148514851485
112983,11.13720678870264,0.7457627118644068
112984,10.22254571226552,-0.6261682242990654
112985,11.028884924687185,1.6344827586206896
112986,13.3348917664296,4.166666666666667
112987,13.924408047973449,3.7045454545454546
112988,11.2471033634782,1.662162162162162
112989,12.685786684053374,1.1297709923664123
1130810,,12.0
113082,,-7.0
113083,0.7071067811865476,-3.5
113084,45.96194077712559,27.5
113087,,-4.0
113088,14.877275736280932,-2.0
113089,,3.0
113153,2.1213203435596424,-8.5
113158,,-14.0
113366,,-6.0
1133711,2.8867513459481287,-3.3333333333333335
113372,11.313708498984761,-2.0
113374,,-8.0
113376,4.242640687119285,-4.0
113378,19.629909152447276,5.333333333333333
114131,,-3.0
1141310,5.507570547286102,-7.333333333333333
1141311,4.08248290463863,-10.0
1141312,2.1213203435596424,-7.5
114132,,-9.0
114133,,-7.0
114134,33.231511150312336,6.666666666666667
114135,,-10.0
114136,9.192388155425117,-3.5
114137,4.242640687119285,21.0
114138,5.507570547286102,-3.6666666666666665
114157,,-8.0
114231,11.397577019031802,-0.2857142857142857
1142310,3.1622776601683795,-5.0
1142311,4.9452558635075246,-5.3
1142312,11.051825964195109,-0.8571428571428571
114232,10.437236101377481,-0.5384615384615384
114233,14.512446765143054,-2.111111111111111
114234,6.41958807955083,-0.9
114235,7.305249254246338,-2.1666666666666665
114236,11.746529375988143,1.1333333333333333
114237,5.006056937411525,-5.833333333333333
114238,2.5448360411214077,-7.857142857142857
114239,21.3296127708025,0.42857142857142855
114331,14.481920708154023,3.0
1143310,12.04196337491005,0.8409090909090909
1143311,9.644680870703251,-1.3763440860215055
1143312,11.537132360118964,0.8817204301075269
114332,11.216211028262105,1.4
114333,7.9206315094676585,-1.6458333333333333
114334,6.06070521827436,-2.2093023255813953
114335,11.71275616869461,0.6987951807228916
114336,14.32492931267016,3.7204301075268815
114337,12.15920037856741,1.7692307692307692
114338,10.98030203207661,0.05319148936170213
114339,12.88442943604597,0.9397590361445783
114451,4.242640687119285,3.0
1144510,,-8.0
114454,,-8.0
114456,,30.0
114459,,22.0
114472,,-20.0
114477,,-1.0
1146811,16.441816606851365,-1.6666666666666667
114688,,2.0
114701,,3.0
1147010,2.1213203435596424,-5.5
1147012,,13.0
114703,,-6.0
114704,,-3.0
114705,,0.0
114706,,20.0
114707,2.8284271247461903,3.0
114708,,-6.0
114709,2.8284271247461903,-4.0
1147112,,-13.0
114719,,31.0
114811,3.605551275463989,-10.0
1148110,14.064138793399332,3.4
1148111,16.25576820700886,13.25
1148112,10.44030650891055,3.0
114812,,-6.0
114813,,-8.0
114814,1.140175425099138,-3.4
114815,,1.0
114816,6.670832032063167,-1.0
114817,10.36018017861337,5.0
114819,12.700393694685216,-3.6
115031,,-2.0
1150312,9.192388155425117,-11.5
115032,,-14.0
115033,0.7071067811865476,0.5
115034,,-3.0
115035,,-2.0
115036,16.258331197676263,-1.6666666666666667
115252,,1.0
1153710,,-5.0
1153711,0.7071067811865476,-5.5
1153712,,-10.0
115372,4.242640687119285,-13.0
115373,,-7.0
115376,5.033222956847166,-5.333333333333333
115377,,-2.0
115378,4.654746681256313,-5.5
115379,,-11.0
115401,2.073644135332772,-8.4
1154010,5.313952882562588,0.2857142857142857
1154011,5.061526214398936,-4.428571428571429
1154012,16.14715978835811,5.3076923076923075
