,0
1282,1393010868
1283,1039714771
1285,1410010397
1286,1142315016
1287,1537614107
1288,1104213487
1289,1042310821
1290,1295315412
1291,1105710529
1292,1463513342
1293,1324413930
1294,1295314576
1295,1410012892
1296,1387113930
1297,1105713487
1298,1477110721
1299,1226612889
1300,1129211259
1301,1029914747
1302,1294511697
1303,1509612264
1304,1507014082
1305,1129811292
1306,1219111298
1307,1419314100
1308,1110912266
1310,1451214761
1311,1169511298
1312,1062013487
1313,1323214122
1314,1393010397
1315,1289210397
1316,1039712945
1318,1226615370
1319,1219115370
1320,1014014107
1321,1143313296
1322,1393113232
1323,1098011278
1324,1537611292
1325,1389112478
1326,1457014747
1327,1463511618
1328,1161811697
1329,1129812953
1331,1129810599
1334,1393011057
1335,1289210721
1336,1039711995
1337,1039710529
1338,1537011292
1339,1129814683
1341,1119314112
1342,1129210423
1343,1449211298
1344,1129812451
1345,1105713485
1346,1410010994
1347,1410711423
1348,1079211697
1349,1129812896
1350,1042314679
1351,1468511618
1352,1161810994
1353,1334212266
1354,1410714831
1356,1412210397
1357,1143312266
1358,1410716218
1359,1082111292
1360,1408212265
1361,1393011996
1362,1295310397
1363,1410714679
1364,1473011618
1365,1247813931
1367,1457014107
1368,1289211540
1370,1474713930
1371,1452411298
1373,1099411057
1374,1379614679
1375,1288911292
1376,1348712343
1377,1245112478
1378,1247814685
1379,1015814027
1380,1039713367
1381,1393011267
1382,1393013931
1383,1069313487
1384,1289211298
1385,1410713891
1386,1410014635
1387,1143312339
1388,1029910170
1389,1219111259
1390,1226411433
1391,1349512892
1392,1348711066
1393,1082112451
1394,1245113303
1395,1477114747
1396,1039713495
1397,1477113930
1398,1169714524
1399,1129213158
1400,1288913930
1401,1161810397
1402,1288911697
1403,1226612012
1404,1348711986
1405,1432114635
1406,1295311292
1407,1043111697
1408,1329611433
1409,1474713796
1410,1478311298
1411,1169710158
1412,1412212889
1413,1069311042
1414,1105714107
1415,1412210821
1417,1474714771
1418,1452413487
1419,1169712953
1420,1389114747
1421,1348712953
1422,1327710397
1423,1161811057
1424,1143310423
1425,1457413930
1426,1014011298
1428,1486913232
1430,1325612266
1431,1217312264
1432,1410710140
1434,1142314107
1435,1324411057
1436,1106613930
1437,1348710693
1438,1289211292
1439,1323211259
1440,1106614100
1441,1289213830
1442,1412213487
1443,1017010299
1444,1288411433
1445,1393010431
1447,1125912191
1448,1127814027
1449,1323211292
1450,1142314100
1452,1474710713
1453,1169715356
1454,1126711618
1455,1289212889
1456,1393010721
1457,1410014771
1458,1289210423
1459,1226412892
1460,1330310693
1461,1289211618
1462,1226414747
1463,1457012892
1464,1169712266
1465,1477114698
1467,1039710140
1469,1348711203
1470,1426214771
1472,1323214683
1473,1410014747
1474,1383014679
1475,1143313230
1476,1449211697
1477,1129213931
1478,1039711066
1479,1348715016
1480,1330312339
1481,1219113851
1482,1483110800
1483,1100313930
1484,1530413495
1485,1072115096
1486,1288910140
1487,1039713232
1488,1474713264
1489,1323211292
1491,1289214831
1492,1320412478
1494,1477113495
1495,1474713264
1496,1039710994
1497,1078511278
1498,1127810785
1500,1042315304
1501,1486913204
1502,1348715016
1503,1323213851
1504,1501614100
1505,1490814771
1506,1484311697
1507,1119313487
1508,1042312478
1509,1383014771
1510,1106612266
1511,1163812892
1512,1320412478
1513,1348710408
1515,1127813930
1516,1161211433
1517,1125912892
1518,1410013487
1519,1105711996
1520,1105710431
1521,1226611618
1522,1084914747
1523,1082113930
1524,1319812953
1525,1288913871
1526,1379612954
1527,1029910551
1528,1289214747
1529,1295314524
1530,1197310397
1531,1474714893
1532,1288912173
1533,1143312266
1534,1288912892
1535,1129814683
1536,1105710397
1537,1052913930
1538,1247814679
1539,1478313930
1540,1150311298
1541,1099411057
1542,1489314771
1543,1289212478
1544,1106613930
1545,1449211618
1546,1393010599
1547,1080014771
1548,1474710713
1549,1082114843
1550,1052911433
1551,1295314492
1552,1143315016
1553,1161811066
1554,1039710731
1555,1106612953
1556,1105710397
1557,1449213303
1558,1226612953
1560,1348512953
1561,1410010257
1562,1072113198
1563,1501614747
1564,1501615370
1565,1129813891
1566,1069313487
1567,1463313930
1568,1199514100
1569,1029911292
1570,1078514100
1571,1474710397
1572,1348714520
1573,1477112264
1574,1037211292
1575,1129214698
1576,1295313244
1577,1072114100
1578,1393014492
1579,1477112892
1580,1490812889
1581,1468312266
1582,1039712953
1583,1323214122
1584,1289213303
1585,1289213871
1587,1319812264
1588,1080013796
1589,1410013485
1590,1129211884
1591,1233913487
1593,1169712953
1594,1449213204
1595,1127815016
1597,1393013487
1599,1410715376
1600,1330315412
1602,1247814771
1603,1160314869
1604,1142313930
1605,1410713851
1606,1501612266
1607,1099012264
1608,1486911298
1609,1129813487
1610,1509613204
1611,1410710397
1612,1105712953
1613,1119315624
1614,1393012266
1615,1161814107
1616,1129813290
1617,1247812339
1619,1489313891
1620,1069311278
1621,1426213487
1622,1127813495
1623,1129213198
1624,1198613930
1625,1393011577
1627,1129212012
1628,1104212892
1629,1410710821
1630,1143314576
1631,1498610397
1632,1467912889
1633,1478310397
1634,1289214747
1635,1289215376
1636,1288914869
1637,1298212892
1638,1129215304
1639,1484315304
1640,1106610397
1641,1477113487
1642,1410711057
1643,1199511278
1644,1157713930
1645,1020810397
1646,1393013485
1647,1129213204
1648,1233913930
1649,1069311278
1650,1142312889
1651,1393013198
1652,1217312402
1653,1125911292
1654,1105715304
1655,1052915304
1656,1217313034
1657,1058111618
1658,1105711641
1659,1288914679
1660,1405714489
1662,1457014057
1663,1486911298
1664,1348712953
1665,1161811433
1666,1393012889
1668,1247812264
1669,1226611292
1670,1143310693
1671,1405713264
1672,1477114107
1673,1330314100
1674,1039713487
1675,1129812953
1676,1105714869
1677,1143312451
1678,1295414869
1679,1389110423
1680,1320415016
1681,1315812191
1682,1489312889
1683,1330314492
1684,1105715304
1685,1072110397
1686,1161810994
1687,1119311292
1688,1069312953
1689,1143312892
1690,1411214730
1691,1082111259
1692,1402710721
1693,1477110721
1694,1072115304
1695,1490814831
1696,1530414843
1697,1288911292
1698,1197710397
1699,1294510397
1700,1226613487
1701,1295112266
1703,1348710141
1704,1161811193
1705,1082111057
1706,1105712945
1707,1127814107
1708,1110913930
1709,1129213930
1710,1226410792
1711,1452412953
1712,1037212892
1713,1299212266
1714,1405714747
1715,1127811193
1716,1410714262
1717,1226413204
1718,1078512264
1719,1071314771
1720,1410710800
1721,1323211697
1722,1323215016
1723,1069310397
1724,1105711066
1725,1169710821
1726,1288914679
1727,1289213232
1728,1468914771
1729,1129210627
1730,1393014747
1731,1483114869
1734,1288912478
1735,1143312335
1736,1393112264
1737,1330311292
1738,1320414843
1739,1105711193
1742,1289212889
1743,1537010397
1744,1349512889
1745,1295311278
1746,1080014771
1747,1129215370
1748,1393011278
1749,1106613303
1750,1387114771
1751,1393014457
1752,1025712264
1754,1142313930
1755,1143314747
1756,1039713204
1757,1482812523
1758,1289213244
1759,1320414843
1761,1129810781
1762,1405712889
1764,1039715304
1766,1080014831
1767,1129815304
1768,1486914771
1769,1143315096
1770,1233513487
1771,1467914831
1772,1501614679
1773,1457014057
1775,1393011203
1776,1129811066
1777,1039714908
1778,1348715016
1779,1129210279
1780,1467914831
1781,1247810732
1782,1039710599
1783,1226610781
1784,1323213495
1786,1410713476
1787,1226610693
1788,1143313367
1789,1486913204
1790,1474714893
1791,1490814831
1792,1219114107
1794,1288914107
1795,1457014107
1797,1143313495
1798,1509614100
1799,1039713342
1800,1319810397
1801,1039712191
1802,1129812953
1803,1071314107
1804,1226414771
1805,1161810785
1806,1393011618
1807,1143311066
1808,1385112889
1809,1348711697
1810,1477114908
1811,1029914747
1812,1199611278
1814,1195311057
1815,1129813303
1816,1410013204
1818,1072112451
1819,1490813930
1820,1127811624
1821,1039710693
1822,1110912266
1823,1233910397
1824,1330312266
1825,1541211433
1826,1393014524
1827,1467914893
1828,1295413796
1829,1039712953
1830,1129810136
1831,1127810397
1832,1126711433
1833,1405713830
1834,1238913487
1835,1247812892
1837,1056114107
1838,1474712892
1839,1127810529
1841,1244114107
1842,1463511618
1843,1233910397
1844,1410714057
1845,1042312478
1847,1226614814
1848,1474714570
1849,1143310397
1850,1129814107
1851,1199614100
1852,1105712953
1853,1320413198
1854,1172114112
1855,1126713930
1856,1477114908
1857,1143314492
1858,1161810397
1859,1507411298
1860,1393012953
1861,1226412478
1862,1104213204
1863,1129212264
1864,1226611540
1865,1477111603
1867,1015813577
1869,1039711973
1870,1432113930
1871,1059911057
1872,1410014321
1873,1039714100
1874,1127811995
1876,1410713796
1877,1545413930
1878,1226615624
1879,1228014869
1880,1405713796
1881,1127814307
1882,1289210721
1883,1294513930
1884,1348712892
1885,1348712278
1886,1233912264
1887,1217312982
1888,1393012892
1889,1233911278
1890,1477114262
1891,1468314679
1892,1476113256
1893,1161814730
1894,1379610466
1895,1059913232
1896,1247814492
1897,1127815624
1898,1228014869
1899,1127810397
1900,1389112889
1901,1410714262
1902,1052910821
1903,1349510693
1904,1383012892
1905,1127811042
1906,1501612953
1908,1393015380
1910,1405714771
1911,1474712892
1912,1501613851
1913,1410711057
1914,1227812889
1915,1104212953
1916,1217312892
1918,1468311292
1919,1474713930
1921,1015714771
1924,1477114747
1925,1129814100
1926,1410710800
1927,1289212889
1928,1484311057
1929,1105710990
1930,1127815624
1932,1348714869
1933,1219114122
1934,1393011193
1935,1039711697
1936,1072114771
1937,1320413342
1938,1393014771
1939,1410014711
1941,1289213930
1942,1069311298
1943,1039711977
1944,1042313930
1945,1226411641
1946,1410010868
1947,1039710693
1948,1330311278
1949,1100311292
1950,1129211648
1951,1289213303
1952,1143314747
1953,1129813851
1955,1020810397
1956,1129814107
1958,1143311697
1959,1042312889
1960,1143314100
1961,1501613342
1962,1295310397
1963,1029914057
1964,1288913796
1966,1106610821
1967,1348713204
1968,1412210397
1969,1217313034
1970,1161811057
1971,1105712953
1972,1330310599
1974,1320414107
1976,1445711298
1977,1073211697
1978,1129213264
1979,1143312264
1980,1105715016
1981,1289211042
1982,1143313931
1983,1348713232
1984,1106612266
1985,1069313198
1986,1129813871
1987,1289214869
1988,1474713204
1989,1393011423
1990,1430713204
1991,1467414107
1992,1082114492
1993,1486912003
1994,1387112266
1995,1483112954
1996,1020810397
1998,1330310599
1999,1379612892
2000,1393012441
2001,1142313930
2002,1393010397
2003,1110914107
2004,1289214771
2005,1160314747
2007,1457012889
2008,1129811697
2009,1199613930
2010,1105712889
2012,1474712889
2013,1379612889
2014,1379614908
2015,1393012339
2016,1489314679
2017,1086811298
2018,1405710397
2019,1217312016
2020,1289213204
2021,1288912191
2022,1069314771
2023,1402715356
2024,1412212191
2025,1474710397
2026,1082113232
2027,1082114307
2028,1348614869
2029,1489310713
2030,1393014747
2031,1129212339
2032,1039715304
2033,1387112266
2034,1477111618
2036,1161810397
2037,1379610140
2038,1289210423
2040,1129814893
2041,1295313204
2043,1430710821
2044,1349512889
2045,1457411057
2046,1320412264
2047,1509610397
2048,1489315016
2049,1379511057
2051,1474714057
2052,1319812892
2053,1226411057
2054,1383012173
2056,1348714635
2057,1383012892
2058,1419311298
2059,1457610821
2060,1330315249
2061,1483113487
2062,1357712953
2063,1125913198
2064,1410714747
2065,1348711433
2066,1169714100
2067,1247810994
2068,1129814107
2069,1233911697
2071,1226411996
2072,1226413931
2073,1148110397
2074,1219112889
2075,1330312266
2077,1329613204
2078,1348713076
2079,1410712478
