,0
12599,1233912889
12600,1474715304
12601,1334213930
12602,1334215304
12603,1501613204
12604,1298212173
12605,1468914771
12606,1483113891
12607,1059912953
12608,1069312953
12609,1402712478
12610,1100313487
12611,1486911423
12612,1169711618
12613,1393011433
12614,1188414057
12615,1468312264
12616,1474712889
12617,1039714107
12618,1143311057
12619,1039713204
12620,1486910713
12621,1039710423
12622,1477114747
12623,1247810792
12625,1143315096
12626,1474712889
12627,1071314893
12628,1463513487
12629,1161813930
12630,1295311292
12631,1473014100
12632,1129814696
12633,1457612478
12634,1295315304
12636,1530413342
12637,1080014771
12638,1219111259
12639,1393015304
12640,1039713244
12641,1295410721
12642,1467914107
12643,1410712266
12644,1289214698
12645,1387113930
12646,1348713930
12647,1161814843
12648,1082114107
12649,1157713930
12650,1393013367
12651,1410011995
12652,1295313244
12653,1393011146
12654,1226411298
12655,1430710821
12656,1161814771
12657,1226611433
12658,1129214107
12659,1143315380
12660,1288913232
12661,1289213303
12662,1389114893
12663,1042311292
12664,1106615304
12665,1129810423
12666,1105713303
12667,1161814635
12670,1212411057
12671,1104214100
12672,1039713495
12673,1129210693
12674,1288911292
12675,1291714112
12676,1039712945
12677,1039713230
12678,1127413930
12679,1129815919
12680,1393012892
12681,1288915016
12682,1106614100
12683,1114012266
12684,1143313930
12685,1226414122
12686,1410012323
12687,1100311057
12689,1295311298
12690,1323215016
12691,1486913930
12692,1410714771
12693,1478310397
12694,1524913303
12695,1289212191
12696,1484313303
12697,1226613158
12698,1452411697
12699,1288914831
12700,1393011109
12701,1457611278
12702,1330312892
12703,1289210821
12704,1129812896
12706,1320412266
12707,1432114100
12708,1080014747
12709,1143313487
12710,1129810279
12711,1129212889
12712,1119311057
12713,1042312889
12714,1105710721
12715,1393013485
12716,1489311292
12717,1226610747
12718,1393014869
12719,1298211292
12720,1393013230
12722,1289211433
12723,1129212892
12724,1410713303
12726,1082113577
12727,1387111292
12728,1127810994
12729,1247814635
12730,1043111057
12731,1405713796
12732,1072112478
12733,1129815304
12734,1215611292
12736,1289212889
12737,1039714524
12738,1067611697
12739,1080014107
12740,1294511433
12741,1483112889
12742,1129212892
12743,1410714794
12744,1143314100
12745,1410010434
12746,1410714908
12747,1477114489
12748,1486911109
12749,1129813303
12750,1029914747
12751,1295310721
12752,1302911292
12753,1119310721
12754,1039713487
12756,1127813930
12757,1452413487
12761,1410710397
12762,1029912892
12763,1288913891
12764,1288914570
12765,1410014771
12766,1484315304
12767,1105710721
12770,1295311278
12771,1052912264
12773,1288911433
12775,1387113303
12776,1295313930
12777,1169711066
12779,1405714831
12780,1161811986
12781,1537011298
12782,1143315016
12783,1104213930
12784,1468310397
12785,1319811298
12786,1157711433
12787,1289212889
12788,1226612892
12789,1348711298
12790,1120313930
12791,1169710397
12792,1163814107
12793,1477111292
12794,1129812892
12795,1299210397
12797,1289214683
12798,1037211292
12799,1387113487
12800,1530411433
12801,1410011259
12802,1247812889
12803,1323211042
12804,1405712892
12805,1126713930
12806,1329613930
12808,1320414492
12809,1483114057
12810,1410011267
12811,1226614122
12812,1463514100
12813,1288914716
12815,1119312953
12816,1393013204
12817,1393013495
12818,1288914100
12819,1226613204
12820,1197310397
12821,1127813296
12823,1288914679
12824,1319814107
12826,1072112953
12827,1320415356
12828,1323211721
12829,1486913198
12830,1383012892
12831,1410814761
12833,1457412953
12834,1387113930
12835,1295412889
12836,1457611433
12837,1039715249
12838,1483114747
12839,1289213204
12842,1410711298
12843,1393013487
12844,1247810693
12845,1295311298
12846,1087414100
12848,1247812892
12849,1129815016
12850,1349514771
12851,1383014893
12852,1129214492
12853,1027912266
12854,1393011042
12855,1143311298
12856,1042313303
12857,1039714193
12858,1129813198
12859,1289211292
12860,1348713930
12861,1104911298
12862,1393010423
12863,1127811433
12864,1078512264
12865,1329610397
12866,1247814831
12867,1476112119
12868,1474711603
12869,1129813830
12870,1233914107
12871,1320410693
12872,1219111259
12873,1144510299
12874,1161812339
12875,1014014679
12876,1199610397
12878,1478310397
12879,1348713232
12880,1129215023
12881,1541211618
12882,1042314831
12883,1129814893
12885,1393013487
12886,1474710713
12887,1039712007
12888,1082111433
12889,1105711995
12890,1226414576
12892,1129814492
12893,1129813303
12894,1104211278
12895,1226613158
12896,1530410397
12897,1125914683
12898,1410013303
12899,1348715016
12900,1502314771
12901,1393012266
12902,1029912523
12903,1289213264
12904,1072111278
12905,1226413204
12906,1541212266
12907,1477113930
12908,1104210821
12909,1106611618
12910,1082111697
12911,1072111057
12912,1477113303
12913,1129213851
12914,1129214492
12915,1393014908
12916,1161812266
12917,1226614492
12918,1233914747
12920,1039711298
12921,1075410299
12922,1161812266
12923,1226414122
12924,1426211292
12925,1129811996
12926,1410015070
12927,1468311057
12928,1463510397
12929,1039713204
12930,1039711697
12931,1245111193
12932,1069311618
12933,1449214100
12934,1163814747
12935,1393011067
12936,1402711057
12937,1349512266
12938,1129813930
12939,1126714100
12940,1105714683
12941,1039712889
12943,1217312402
12944,1245111298
12945,1486911433
12946,1299210397
12947,1486911292
12948,1105714100
12949,1393013290
12951,1129213487
12952,1334212953
12953,1402710721
12954,1249212173
12955,1486912892
12956,1320410792
12958,1295313931
12959,1245110721
12960,1288914831
12961,1319814679
12963,1129214689
12964,1320411697
12965,1039710792
12966,1477114004
12967,1219110693
12968,1334212889
12969,1289214057
12970,1393011076
12971,1072113204
12972,1299212266
12973,1468512478
12974,1474712478
12975,1143310980
12976,1106612264
12978,1349512889
12979,1069314635
12980,1405711618
12981,1105714457
12982,1410714893
12983,1226414524
12984,1129812094
12985,1348710721
12986,1330312478
12987,1349512264
12988,1105715249
12989,1020810397
12990,1072111433
12991,1393112264
12992,1197713204
12993,1163814057
12994,1161813303
12995,1449213930
12996,1127812478
12997,1039711298
12998,1119313487
12999,1474714771
13000,1410711540
13001,1410013244
13002,1410013230
13003,1129815304
13004,1084914869
13005,1315812889
13006,1393011109
13007,1379614869
13008,1039713495
13009,1161813930
13010,1039714107
13011,1323211057
13012,1226614783
13013,1127814492
13014,1127811618
13015,1039713377
13016,1233912892
13017,1062014057
13018,1143314908
13019,1478310397
13020,1245111298
13021,1042312264
13023,1530410397
13024,1410711638
13025,1289215304
13026,1245113487
13027,1013611298
13028,1329614100
13029,1082110397
13031,1127812191
13032,1538011292
13033,1288914004
13035,1072113232
13036,1477114747
13037,1474712889
13038,1405711057
13039,1129815401
13040,1385111298
13041,1477112478
13042,1069314683
13043,1039711042
13044,1127812953
13045,1468311433
13046,1105713244
13047,1289212889
13048,1530410821
13049,1219112953
13050,1125914683
13052,1486912266
13053,1247814771
13054,1387113303
13055,1129212519
13057,1474713487
13058,1334212953
13059,1100313487
13060,1226611278
13062,1247814107
13063,1410714908
13064,1289213388
13065,1169715016
13066,1226612278
13067,1483114747
13069,1412213204
13071,1039710994
13072,1226614107
13073,1295314122
13074,1245110721
13075,1405714489
13076,1169712889
13077,1474711057
13078,1405711292
13079,1211914112
13080,1477112264
13081,1298214057
13082,1412211057
13084,1239111697
13085,1348713198
13086,1037211292
13087,1467910397
13088,1486914893
13089,1154012892
13090,1129810529
13091,1410011292
13092,1474710800
13093,1478310397
13094,1501611278
13095,1069310821
13096,1105711298
13097,1295311292
13098,1474714893
13100,1129211433
13101,1387111292
13102,1315811259
13103,1129810849
13104,1027911298
13105,1393011977
13106,1295311057
13107,1078513930
13108,1486912339
13109,1199513303
13110,1530410397
13111,1468512478
13113,1405714004
13114,1129813256
13115,1228014869
13116,1410010721
13117,1169713930
13118,1490813930
13121,1468914107
13122,1106611057
13123,1468310397
13124,1125914100
13125,1295311057
13126,1127811298
13127,1129811618
13129,1288911298
13131,1483114747
13132,1330313930
13133,1483110800
13134,1295311066
13135,1562411298
13136,1330311042
13137,1474710397
13139,1226612448
13141,1072112953
13142,1393010721
13143,1013510397
13144,1169713495
13145,1529514761
13146,1042311298
13148,1477112889
13149,1129212892
13151,1129811433
13152,1072113232
13153,1473011298
13154,1226410257
13155,1226610185
13156,1288913930
13158,1160312892
13159,1039712266
13160,1072110693
13161,1161815304
13162,1147014747
13163,1457610821
13164,1486911921
13165,1387114771
13166,1452411697
13168,1084913930
13169,1410713303
13170,1530410821
13171,1039714986
13172,1405714747
13175,1071314057
13176,1295312264
13177,1125911292
13178,1078111298
13179,1334210397
13180,1348714679
13181,1142314082
13182,1105713342
13183,1039713851
13184,1393013871
13185,1039710821
13186,1473014082
13187,1226612889
13189,1071314570
13190,1477111618
13191,1125914679
13192,1477112173
13195,1320410792
13196,1509613204
13197,1490814869
13198,1410014307
13199,1129812892
13200,1127814307
13201,1039713230
13202,1232310397
13203,1042315016
13204,1473011057
13205,1046614716
13206,1039710423
13207,1393012945
13208,1412211057
13209,1410711259
13210,1477110721
13211,1486913127
13212,1405714771
13213,1477114747
13214,1042310397
13215,1226612953
13216,1129812892
13217,1288914893
13218,1188411292
13219,1163814107
13220,1393013487
13221,1039714107
13222,1357714100
13224,1129210140
13225,1125912892
13226,1410010693
13227,1476115070
13228,1169712953
13229,1295311278
13230,1039711042
13231,1410714570
13232,1226610423
13233,1129210423
13234,1474710620
13235,1226611292
13236,1415010333
13237,1105715016
13238,1334214107
13239,1072111066
13240,1099412478
13241,1477111697
13243,1348714831
13245,1393014524
13246,1114011298
13247,1320410721
13250,1129814696
13251,1393010990
13252,1319815016
13253,1467910423
13255,1143311042
13256,1100311298
13257,1295313495
13258,1405712889
13259,1129212451
13260,1393112953
13262,1039714100
13264,1452411433
13265,1161810397
13266,1393014683
13267,1474714057
13268,1449210821
13269,1161813930
13270,1320414747
13271,1072110397
13272,1029914747
13273,1410010721
13274,1410713303
13275,1039713360
13277,1105710693
13278,1430711278
13280,1393013871
13281,1477114489
13282,1039711292
13283,1247810397
13285,1289214057
13286,1474716101
13287,1393014696
13288,1410014704
13289,1129810136
13290,1410711298
13291,1169714307
13292,1289214107
13293,1496011298
13295,1129211298
13296,1411210135
13297,1161813577
13298,1039710599
13299,1473010397
13301,1393010721
13302,1410714831
13303,1129214683
13305,1484313930
13306,1127810994
13307,1469614761
13309,1289214831
13310,1295313930
13312,1486911697
13314,1233911057
13316,1129212519
13317,1119310397
13318,1288914057
13319,1393010423
13320,1410010397
13321,1393011203
13322,1039714524
13323,1393010397
13325,1289214679
13326,1106613204
13327,1449214100
13328,1412213232
13329,1498612953
13330,1400414057
13331,1327710397
13332,1530414492
13334,1289612266
13335,1082114771
13336,1457612478
13337,1105712892
13338,1039712323
13339,1449212953
13340,1099411618
13341,1078110397
13342,1530412197
13343,1474714771
13344,1410711292
13345,1449210693
13346,1393014492
13347,1327711278
13348,1219115370
13349,1106613487
13350,1467914747
13351,1169712889
13353,1474710666
13354,1169711259
13355,1538013930
13356,1129810136
13358,1348711267
13359,1323212953
13360,1104213930
13361,1348513487
13362,1082112391
13363,1143311697
13364,1405712478
13365,1127814492
13366,1393011057
13367,1217314107
13368,1393011278
13369,1320412391
13370,1393011042
13371,1337712266
13372,1405713930
13373,1477110397
13375,1342211298
13376,1389114107
13377,1410714689
13378,1348711292
13379,1357711057
13380,1106610397
13381,1486913796
13382,1129811982
13383,1226412339
13384,1104211298
13385,1452411618
13386,1295315016
13387,1039712892
13388,1412212478
13389,1383012173
13390,1393014747
13391,1477114107
13393,1129813204
13394,1129214869
13395,1129211298
13397,1349510821
13398,1501610397
13399,1295311995
13400,1468510397
13402,1161811986
13403,1129815376
13404,1129215919
13405,1530411298
13406,1015813204
13408,1105711298
13409,1160314747
13410,1105710868
13411,1105711697
13412,1143313930
13414,1412211697
13415,1490814771
13416,1129211433
13417,1486912156
13418,1489311292
13419,1486912441
13420,1449210693
13423,1330310792
13424,1127810693
13425,1481411298
13426,1039714576
13427,1481411298
13428,1105711298
13429,1289211292
13431,1330314122
13432,1474712889
13433,1129211637
13435,1330311057
13436,1245111278
13437,1129214679
13438,1129810397
13439,1129810279
13440,1501612953
13441,1125210397
13442,1100313930
13443,1477112889
13444,1233911259
13445,1161815304
13446,1452412953
13447,1325611298
13448,1383012173
13449,1105711433
13450,1393011057
13451,1099013930
13452,1483112892
13453,1289210423
13455,1288913476
13456,1474712889
13457,1226415304
13458,1295310397
13459,1014012892
13461,1143313485
13462,1226412892
13463,1410713930
13464,1405714747
13465,1410010821
13466,1295310397
13467,1226610397
13468,1129814679
13469,1410014711
13470,1129812953
13471,1393014771
13472,1129815624
13473,1039711003
13474,1129213487
13475,1127810599
13476,1410710800
13477,1039710821
13478,1410711298
13479,1320411298
13480,1330312953
13481,1348711278
13483,1452410397
13484,1232311057
13485,1039711697
13486,1489314679
13487,1393111618
13488,1463511057
13489,1349513930
13490,1489310800
13491,1161814321
13492,1154011298
13493,1069314492
13494,1232312953
13495,1348711267
13496,1143311618
13497,1129813930
13498,1119311298
13499,1119314635
13500,1046613486
13501,1082111433
13502,1129812896
13503,1039711252
13504,1106611278
13505,1449212264
13506,1298212173
13507,1410015304
13508,1349511298
13509,1393013495
13510,1129211267
13511,1474714771
13512,1410011292
13513,1393011697
13514,1226414747
13515,1393012945
13516,1059911259
13517,1477110721
13518,1169710693
13520,1486911292
13521,1129813204
13522,1219113204
13523,1129214237
13524,1393013198
13525,1143311278
13526,1463513487
13527,1169714122
13528,1289214057
13529,1474710299
13530,1393011298
13531,1348710849
13532,1059911298
13533,1129214057
13534,1467910397
13535,1289214057
13536,1468510397
13537,1410010257
13538,1474714771
13539,1449215304
13540,1410013487
13541,1129812191
13542,1072112953
13543,1129214492
13544,1486915389
13545,1169712544
13546,1289210140
13547,1129214747
13548,1039711278
13549,1071314869
13550,1474711470
13551,1474714107
13554,1349511292
13555,1405714747
13556,1405712892
13558,1412210397
13559,1474713303
13560,1334214107
13561,1410713232
13562,1468314869
13563,1288912266
13564,1082114107
13566,1393014986
13567,1412215304
13568,1125913796
13569,1029914747
13570,1129811618
13571,1042311259
13572,1233911697
13573,1393010599
13574,1410011298
13575,1486914057
13576,1027911292
13577,1071311884
13578,1129213930
13579,1319813204
13580,1393014122
13582,1161810994
13583,1226411292
13584,1393013851
13585,1129211298
13586,1289212264
13587,1477114908
13588,1463513487
13589,1477114107
13590,1320412197
13591,1474711630
13592,1385111057
13594,1295314524
13595,1129815304
13597,1319814869
13598,1393015370
13599,1069314100
13600,1289214893
13601,1217312982
13602,1129214747
13603,1474710299
13604,1039714747
13605,1348714492
13606,1129213264
13607,1320410821
13608,1071311292
13609,1247814679
13610,1129814960
13611,1127811066
13612,1425612523
13613,1217311298
13614,1349510397
13615,1295310721
13616,1052911433
13618,1288914679
13620,1219114683
13621,1474714262
13622,1323214683
13623,1474712478
13624,1042313495
13625,1198613930
13626,1039711697
13628,1161812266
13629,1448914057
13630,1320410529
13631,1393013495
13632,1483114057
13633,1114611057
13634,1410713930
13635,1105713931
13637,1105714107
13639,1074711298
13641,1079211618
13642,1129810599
13643,1169714843
13644,1069312892
13645,1039715624
13646,1348711292
13647,1474711278
13649,1474712892
13650,1504111292
13651,1079211433
13652,1072112892
13654,1082113796
13655,1289214679
13656,1467911109
13657,1348712278
13658,1326414057
13659,1129810279
13660,1473011298
13661,1200314869
13662,1393012278
13663,1295413796
13666,1295310994
13667,1039712191
13669,1348710693
13670,1477112889
13671,1082111057
13672,1336711292
13673,1226410431
13675,1486914771
13676,1129812945
13677,1082113487
13678,1143313930
13679,1039711259
13680,1161815304
13682,1348713930
13683,1320410397
13684,1161813232
13686,1530414771
13687,1393011298
13688,1079210397
13689,1119311057
13690,1247814027
13691,1452411433
13692,1330310721
13693,1039710994
13694,1289213830
13695,1349511278
13696,1161811193
13697,1227812889
13698,1169911057
13699,1224414100
13700,1226611298
13701,1169715304
13702,1330313204
13703,1105710693
13704,1129814107
13705,1474713232
13706,1490814107
13707,1449211292
13708,1129214252
13709,1226613851
13710,1334210397
13711,1320411193
13712,1489314679
13714,1530410397
13715,1477113930
13716,1477114107
13717,1039715412
13720,1591913930
13721,1410714679
13722,1348713184
13723,1161811697
13724,1247814576
13725,1129814524
13726,1069310397
13727,1348714730
13728,1247814685
13729,1432113930
13730,1143315412
13731,1541211618
13732,1289213204
13733,1127810721
13734,1129213487
13735,1477110693
13736,1477111603
13737,1410011433
13739,1289213930
13740,1119313198
13742,1125914107
13745,1295310868
13746,1323215016
13747,1129212191
13748,1476115412
13749,1383012173
13750,1211914761
13751,1247814986
13752,1347612892
13753,1490814831
13754,1393014492
13755,1069310821
13756,1294511433
13757,1530411278
13758,1105713244
13759,1039714027
13761,1039711697
13763,1486911292
13764,1289214771
13765,1289212889
13766,1501611433
13767,1483114679
13768,1105712892
13770,1169710397
13771,1039711298
13772,1379611884
13773,1289210397
13774,1474714893
13775,1104210821
13776,1105714524
13777,1484314100
13778,1039715304
13779,1105713342
13780,1393011278
13781,1325612266
13782,1393011637
13783,1349513796
13784,1474714893
13786,1086811278
13787,1247814122
13788,1069313495
13789,1295311042
13791,1288914570
13792,1226412478
13793,1348710739
13794,1295313577
13796,1052915304
13798,1127815016
13799,1244811057
13800,1387113930
13801,1473011057
13802,1080014107
13803,1295311057
13804,1099414100
13805,1129213851
13806,1473010397
13807,1323211292
13808,1105710980
13809,1319812889
13811,1323211259
13813,1129213204
13814,1143315070
13815,1490814831
13816,1069314122
13817,1468511298
13818,1334210821
13819,1288913487
13820,1226413930
13821,1125911540
13823,1432112953
13826,1484313303
13827,1327711057
13828,1393014100
13830,1501612278
13831,1161211433
13832,1393011612
13833,1486912892
13836,1410712954
13837,1226410423
13839,1129210558
13840,1106613303
13841,1323211042
13842,1449211298
13843,1288913871
13844,1143311977
13845,1104212264
13846,1393014908
13847,1410713796
13848,1501613930
13850,1247810792
13851,1119313930
13852,1474712889
13853,1105713871
13854,1082113204
13855,1484310821
13857,1393011823
13858,1393015380
13859,1288910800
13860,1295313342
13861,1125913232
13862,1143315070
13863,1483114057
13865,1319811298
13867,1217314107
13868,1127811996
13870,1226611049
13871,1468311292
13872,1129815304
13873,1474714252
13874,1324412892
13875,1294514112
13876,1288913495
13877,1169714843
13878,1289212478
13879,1226611423
13880,1320412953
13882,1039714986
13883,1233913198
13884,1410714100
13885,1288913487
13886,1105714307
13887,1295314492
13888,1478313930
13889,1106610397
13890,1410713487
13891,1320412478
13892,1105713495
13894,1072113204
13895,1477114004
13896,1129814771
13897,1393015304
13898,1275812173
13899,1393010792
13900,1226613244
13902,1217312982
13904,1129213851
13905,1323210721
13906,1410014027
13907,1405713796
13908,1039711252
13909,1129814730
13910,1072112266
13911,1410714771
13912,1020810397
13913,1039715919
13914,1393014635
13918,1323215016
13920,1226414057
13921,1457613930
13922,1405713891
13923,1143311298
13924,1320415096
13926,1072112264
13927,1410011066
13928,1393011109
13930,1104212953
13931,1295414771
13932,1039713487
13933,1105713244
13935,1393011292
13936,1226611697
13937,1082110721
13938,1147014747
13939,1469611433
13940,1161813495
13941,1247811057
13942,1069311298
13943,1082111057
13944,1119311057
13945,1393011292
13946,1324414100
13947,1157713930
13949,1474711278
13950,1538013487
13951,1105713422
13952,1477114057
13953,1319814100
13954,1247814057
13955,1467910140
13956,1348714057
13958,1449210693
13959,1348712953
13960,1348713184
13961,1039711953
13962,1226614747
13964,1226410423
13966,1105713277
13967,1143312478
13968,1039711259
13969,1039711697
13970,1402712953
13971,1169714100
13972,1169710529
13974,1219112953
13975,1039713198
13976,1410713487
13977,1393014492
13978,1489314107
13979,1161815919
13981,1129211618
13982,1405714570
13984,1477113930
13985,1379611433
13986,1330314107
13987,1330314193
13988,1334211298
13989,1330310529
13990,1105713931
13991,1410812889
13992,1621811298
13993,1325612266
13994,1477112892
13995,1419311057
13996,1129212889
13997,1226614814
13998,1289213232
13999,1330310693
14000,1119313487
14001,1072811298
14002,1474712892
14003,1161814771
14004,1226611423
14005,1474711603
14006,1452411433
14008,1161811433
14009,1330312953
14010,1082114492
14011,1405714908
14012,1127814576
14013,1105714100
14014,1477113891
14015,1320411278
14016,1163014747
14017,1410714747
14019,1393014122
14020,1393011823
14021,1129211193
14022,1393013851
14024,1324413232
14025,1348712889
14026,1125910721
14027,1042311057
14028,1330310397
14029,1059913232
14031,1080014893
14034,1393014193
14035,1226411618
14036,1078111057
14037,1105710821
14038,1143310792
14039,1393013487
14040,1389111298
14041,1477114747
14042,1125911697
14043,1349512191
14044,1477112889
14045,1463513487
14046,1393014122
14048,1209412892
14049,1330312339
14050,1323014100
14051,1393014783
14052,1320414747
14053,1219710397
14054,1072114492
14055,1226414685
14056,1143310785
14057,1039715370
14058,1288912478
14060,1245111618
14061,1474714908
14062,1405714107
14064,1295313204
14065,1039714492
14066,1288912478
14067,1129212280
14068,1052914843
14069,1323214730
14071,1129814893
14072,1072111433
14073,1289612266
14074,1336713930
14075,1039711721
14076,1247810693
14077,1478313930
14078,1247811057
14079,1127813204
14081,1483114908
14082,1217312758
14083,1379613198
14084,1079214100
14085,1039714747
14086,1538013930
14087,1295110397
14088,1463510397
14090,1127812953
14091,1288911057
14092,1215614747
14093,1226411193
14094,1473013487
14095,1320414869
14096,1320413931
14097,1104212953
14098,1233912953
14099,1319811298
14100,1105714683
14101,1169711618
14102,1289211540
14103,1402712197
14104,1288911292
14105,1220611292
14106,1039711995
14107,1477111618
14108,1129811995
14109,1502311292
14110,1320413244
14111,1532310397
14112,1537013930
14114,1129212451
14115,1195310397
14117,1143312892
14118,1490813930
14119,1295314492
14120,1393010721
14121,1410714262
14122,1477110800
14123,1320412478
14124,1154012892
14125,1426214771
14126,1330314193
14127,1562410397
14129,1295414869
14130,1474713264
14131,1457014831
14132,1129210849
14133,1247814492
14134,1323214683
14135,1329613204
14136,1219111259
14137,1129211278
14138,1483112892
14140,1405715023
14141,1320410397
14142,1129812953
14143,1247812892
14144,1463512266
14145,1226614869
14147,1169712451
14149,1489314747
14150,1530410721
14151,1039711986
14152,1143313930
14153,1410711298
14154,1127814321
14155,1079210721
14156,1071312892
14157,1169710693
14158,1474714679
14159,1161810693
14160,1320414683
14161,1221711298
14162,1484314100
14163,1323211618
14164,1545413930
14166,1071314107
14167,1072114100
14168,1129214679
14169,1039712945
14170,1467913930
14171,1288912339
14172,1295311042
14174,1069311278
14175,1129812266
14176,1129811618
14177,1348710721
14178,1129215370
14180,1161814771
14181,1169713232
14182,1129210423
14183,1072114492
14184,1486910140
14185,1477111292
14186,1288911618
14187,1449211278
14188,1323215016
14189,1402714100
14190,1141311292
14191,1489314747
14192,1119311278
14193,1247812451
14194,1330311618
14195,1069314100
14196,1468511298
14197,1087414100
14198,1082112892
14199,1457014771
14200,1457411057
14201,1348713198
14202,1320413303
14203,1425413204
14204,1295311298
14205,1474714489
14206,1379611292
14207,1039714576
14208,1402712953
14209,1430710821
14210,1129810140
14211,1129811057
14212,1483114679
14214,1105710529
14215,1288910423
14216,1357710397
14217,1129210721
14218,1484310529
14219,1077914869
14220,1319813204
14221,1161814307
14222,1039713204
14223,1486914747
14224,1039713487
14225,1039712339
14226,1474712889
14227,1530411259
14228,1483112892
14229,1393013487
14230,1039714747
14231,1129210620
14232,1467914831
14233,1289215376
14234,1161811292
14235,1129812892
14236,1161814122
14237,1288411433
14238,1219711057
14239,1486911298
14240,1092610299
14241,1295313198
14242,1320414100
14243,1410714057
14244,1410711638
14245,1039713871
14247,1226611986
14248,1039710299
14249,1039713303
14250,1319812889
14252,1226611433
14254,1349511057
14255,1449211278
14256,1129211298
14257,1288913495
14258,1477112889
14259,1330310397
14260,1226411193
14261,1486914057
14262,1393010721
14263,1348712264
14264,1072114747
14265,1474711278
14266,1486911638
14267,1119311618
14268,1474712264
14269,1289214771
14270,1052910821
14271,1105710994
14272,1405711884
14273,1489310713
14274,1393011193
14275,1099410397
14277,1072111193
14279,1537011433
14280,1227813487
14281,1080014893
14282,1295413796
14283,1474710299
14284,1039712953
14285,1405714747
14286,1474711618
14287,1058114112
14288,1247810800
14290,1226610140
14291,1289214004
14292,1245112478
14293,1247811433
14294,1105710821
14296,1221710397
14297,1474713930
14298,1226613061
14299,1393014100
14300,1474713487
14301,1069313930
14302,1486914771
14303,1288913891
14304,1412210397
14305,1129813871
14307,1334413930
14308,1393111618
14310,1142311292
14311,1192111298
14312,1501614100
14313,1125912892
14314,1474714831
14315,1043411057
14317,1410711292
14319,1474712266
14320,1169714122
14321,1161811057
14322,1039710693
14323,1289211259
14325,1142313930
14326,1127811996
14327,1486914057
14328,1110913204
14329,1129212902
14330,1562410397
14331,1080014771
14332,1405711292
14333,1161814576
14335,1537011298
14336,1247810721
14337,1289210397
14338,1172113930
14339,1226414492
14340,1477113891
14341,1072112953
14343,1410714869
14344,1161810994
14345,1410711433
14346,1066613796
14347,1393011267
14350,1410715376
14351,1320411292
14352,1474714492
14353,1078513930
14355,1457014107
14356,1295313303
14357,1039713930
14358,1104212889
14359,1039713303
14360,1069310423
14361,1029914747
14363,1477114698
14364,1147014747
14365,1105714685
14366,1129810994
14367,1226611066
14369,1129813290
14370,1127813485
14371,1281914747
14372,1042311259
14373,1219713930
14375,1099415016
14377,1288411433
14378,1129812191
14379,1410010721
14380,1039711618
14381,1062713487
14382,1105710431
14383,1072110693
14384,1541211433
14385,1289611298
14386,1082111066
14387,1129213232
14388,1318411433
14389,1072113303
14390,1275814679
14391,1289213930
14392,1468511618
14393,1127813930
14394,1129214893
14395,1477113830
14396,1129213851
14397,1469610397
14398,1289212478
14399,1039711995
14400,1474714771
14401,1323210397
14402,1059911298
14404,1467914107
14405,1319810423
14406,1393011697
14407,1226611540
14408,1233914635
14409,1129214893
14410,1106612266
14411,1295112266
14412,1348713232
14413,1039714986
14414,1217312982
14415,1125914679
14416,1289211292
14417,1226610397
14418,1226414122
14419,1119310821
14420,1348711057
14421,1530411298
14422,1412211298
14423,1385111292
14424,1320410693
14426,1226613871
14427,1320412892
14428,1079211618
14429,1254414112
14430,1474711259
14431,1104211298
14433,1069313342
14434,1039710257
14435,1412011292
14436,1289213232
14437,1474710397
14438,1226615624
14439,1072110693
14440,1501611618
14441,1252314256
14442,1039711066
14444,1484310529
14445,1161211057
14446,1025713930
14447,1295313204
14448,1385111292
14449,1405714747
14450,1410713342
14451,1143310423
14452,1219711433
14453,1169713204
14454,1161811996
14455,1289214869
14456,1129210423
14458,1226614635
14459,1078514100
14460,1039710868
14461,1127812197
14463,1099410397
14464,1477112266
14466,1105710821
14467,1082114576
14468,1349513303
14469,1129211057
14470,1106613303
14471,1039711292
14472,1161814679
14473,1457012892
14474,1393011481
14475,1474710299
14476,1334211433
14477,1337711298
14478,1247811193
14479,1387113232
14481,1288914492
14482,1161814747
14483,1039715024
14485,1161812892
14486,1289214570
14487,1129814960
14488,1324413487
14489,1082114321
14490,1288913930
14491,1412210721
14493,1330313204
14494,1125912191
14495,1295310397
14496,1247814100
14497,1105711995
14498,1079211057
14499,1430713204
14500,1486914747
14501,1349513303
14502,1069313232
14503,1069310721
14504,1402710397
14505,1412210721
14507,1161810397
14508,1119313930
14509,1468311298
14510,1288910693
14511,1143315096
14512,1468312889
14513,1530414107
14514,1232311057
14516,1483114107
14518,1039712323
14519,1018512266
14520,1219115016
14521,1232311057
14524,1295311697
14525,1105711278
14526,1112214869
14527,1127810721
14528,1015412478
14529,1393014108
14530,1169714107
14531,1469811292
14533,1129812992
14534,1289213487
14535,1348714100
14536,1172113487
14537,1226610372
14538,1148110693
14539,1320414254
14540,1342211057
14541,1226410431
14542,1161811433
14543,1337711298
14544,1127813232
14545,1039712953
14546,1039713204
14547,1325612266
14548,1295310397
14550,1105711617
14551,1323212191
14552,1410012397
14553,1014014107
14554,1080011292
14555,1452411057
14556,1530410397
14557,1288914814
14558,1217313830
14559,1288910397
14560,1410013303
14561,1080013796
14562,1226414771
14563,1039711066
14564,1161813930
14565,1059911278
14566,1295312264
14567,1198611057
14568,1161812339
14569,1489314107
14570,1169710257
14571,1334212889
14572,1127812197
