carrier_route_id,arr_delay_x,arr_delay_y
1042311540WN,22.246722605064026,103.25
1042311618UA,10.016652800877814,96.66666666666667
1042311618WN,26.025628394590846,95.33333333333333
1042311697B6,22.72296928953902,107.66666666666667
1042311697WN,2.8284271247461903,105.0
1042312191WN,16.291845887567266,98.16666666666667
1042312264UA,16.300136332081536,89.77777777777777
1042312266UA,18.655698532065166,100.42105263157895
1042312451F9,,88.0
1042312478AA,19.551214796017153,92.75
1042312478B6,22.27853974867593,96.5
1042312478DL,11.768602295939818,85.0
1042312889F9,14.849242404917497,98.5
1042312889G4,11.15048578911849,109.33333333333333
1042312889WN,12.693502274786104,95.625
1042312892AA,20.992326640412628,91.3
1042312892DL,16.31563667161046,107.8
1042312892NK,,83.0
1042312892UA,13.756383799461805,85.28571428571429
1042312892WN,16.041612554021288,105.66666666666667
1042312896WN,11.1265448365609,95.6
1042312954B6,19.79898987322333,126.0
1042313204B6,,77.0
1042313204F9,,120.0
1042313204WN,11.987493482792805,90.8
1042313232WN,18.316009130708316,100.85714285714286
1042313244G4,,92.0
1042313303AA,8.717797887081348,91.5
1042313487DL,7.04154339142587,84.25
1042313495NK,,89.0
1042313495WN,2.6299556396765835,88.75
1042313796WN,15.06375340566443,103.75
1042313930AA,15.341354009902219,90.75
1042313930UA,10.107752800037536,86.83333333333333
1042314057AS,17.776388834631177,100.0
1042314057WN,,93.0
1042314100AA,16.22608129788934,94.42857142857143
1042314100F9,,127.0
1042314107AA,9.762171889492622,94.6
1042314107WN,17.911156406260424,96.14285714285714
1042314492DL,13.837148068394248,86.66666666666667
1042314679AS,3.2145502536643176,86.33333333333333
1042314679F9,7.0710678118654755,106.0
1042314679WN,16.772000476985447,97.6
1042314747AS,22.360679774997898,108.0
1042314761G4,28.284271247461902,111.0
1042314771AS,2.081665999466134,96.33333333333333
1042314771UA,12.877040879727835,88.27272727272727
1042314831AS,14.65150731722394,81.0
1042314831WN,10.93008081702357,94.33333333333333
1042314869DL,10.583005244258363,93.0
1042314893WN,19.739976359323904,94.5
1042315016WN,18.839232114570557,92.25
1042315304F9,,102.0
1042315304WN,15.392097539538485,111.75
1043110397DL,16.25891696738688,94.26666666666667
1043110821G4,,102.0
1043111057AA,15.090698017874017,93.5625
1043111697G4,28.728615235220328,93.33333333333333
1043113204NK,6.363961030678928,74.5
1043113930UA,20.055280743841152,96.25
1043114082G4,,96.0
1043114112G4,,101.0
1043114761G4,16.13484841370793,92.5
1043114986G4,,129.0
1043410397DL,,96.0
1043411057AA,5.5,94.75
1043411433DL,0.7071067811865476,82.5
1043412264UA,5.196152422706632,77.0
1043413930AA,,94.0
1043413930UA,13.63119671230387,97.14285714285714
1043414100AA,6.633249580710801,95.0
1046610408G4,7.0710678118654755,89.0
1046611003G4,,77.0
1046611193G4,,88.0
1046611637G4,,80.0
1046611775G4,26.16295090390226,110.5
1046611898G4,,63.0
1046611980G4,,80.0
1046611986G4,,121.0
1046612003G4,,92.0
1046613367G4,,85.0
1046613433G4,19.79898987322333,94.0
1046613486G4,,111.0
1046613871G4,,116.0
1046614108G4,,98.0
1046614252G4,14.142135623730951,102.0
1046614314G4,,103.0
1046614457G4,,85.0
1046614512G4,4.725815626252609,85.66666666666667
1046614716G4,8.48528137423857,85.0
1046614783G4,,94.0
1046615008G4,,76.0
1046911433DL,14.289856542317,78.8
1046913487DL,0.0,93.0
1046913930AA,13.722244714331545,88.4
1046913930UA,5.890670590009256,95.2
1052910397DL,13.693469652031624,88.8
1052910821WN,10.229276379006253,90.93333333333334
1052911057AA,12.1941145054255,100.875
1052911193DL,6.723094525588643,78.8
1052911278AA,11.393955512561133,86.4
1052911278B6,4.242640687119285,87.0
1052911292UA,9.17877987534291,92.75
1052911292WN,30.648545370593585,95.0
1052911298AA,9.899494936611665,93.0
1052911433DL,15.837906607701843,93.375
1052911618UA,8.48528137423857,99.0
1052911697B6,17.8484359725626,88.16666666666667
1052911697NK,20.506096654409877,95.5
1052911697WN,6.8068592855540455,88.33333333333333
1052912264UA,8.96102672688794,92.4
1052912266UA,22.410934831014973,84.25
1052912889WN,18.734993995195193,82.0
1052913204B6,19.070920271449932,114.2
1052913204F9,11.313708498984761,92.0
1052913204NK,12.45792920191795,87.0
1052913204WN,11.755849607748477,95.2
1052913232WN,18.16314950662467,94.5
1052913303AA,3.605551275463989,92.0
1052913303F9,,90.0
1052913487DL,12.767145334803702,87.66666666666667
1052913577NK,9.984988733093292,79.2
1052913930AA,15.108496505829647,93.33333333333333
1052913930UA,18.970790945316672,96.0909090909091
1052914027B6,24.758836806279895,89.0
1052914100AA,18.40766430765071,89.21052631578948
1052914635B6,16.263455967290593,105.5
1052914635WN,,81.0
1052914843B6,4.242640687119285,94.0
1052915016WN,,83.0
1052915304B6,4.949747468305833,107.5
1052915304NK,,79.0
1052915304WN,10.163660757817532,92.4
1055110299AS,19.467922333931785,90.0
1055811292UA,24.361855430159665,99.5
1056111292UA,24.826061575153908,89.33333333333333
1056111298AA,5.5075705472861,89.33333333333333
1056114107AA,8.5848704125339,90.8
1056114771UA,3.5355339059327378,92.5
1057711433DL,24.020824298928627,93.0
1058111278AA,18.86001060445089,98.8
1058111618UA,5.795112883571238,82.25
1058112478DL,37.476659402887016,102.5
1058112953DL,6.0882400303098,77.33333333333333
1058113930AA,,93.0
1058113930UA,2.8284271247461903,77.0
1058114100AA,13.369741957120944,90.0
1058114112G4,,93.0
1058114761G4,4.949747468305833,90.5
1059910397DL,12.684679692491212,97.14285714285714
1059910821WN,3.5355339059327378,82.5
1059911057AA,18.127398161417545,100.46153846153847
1059911259WN,10.801234497346435,96.0
1059911278AA,18.132843130629016,90.4
1059911292F9,12.020815280171307,108.5
1059911292UA,8.286535263104035,86.0
1059911298AA,9.80646045557043,90.0
1059911433DL,22.371857321197094,101.0
1059912191WN,5.059644256269407,97.0
1059912266UA,19.987268675106893,104.0909090909091
1059912889WN,,82.0
1059912953DL,7.094598884597589,88.33333333333333
1059913204WN,11.135528725660043,100.0
1059913232WN,4.183300132670376,92.0
1059913303AA,,97.0
1059913930AA,6.994045086119096,88.25
1059913930UA,11.697578096911059,92.0
1059914100AA,13.503086067019394,83.33333333333333
1059915304WN,10.874281585465772,107.75
1062010466G4,,127.0
1062011292UA,12.401996767034081,90.14285714285714
1062011298AA,2.1213203435596424,85.5
1062013487DL,12.933207534979754,94.125
1062014057AS,22.36813209307682,99.33333333333333
1062014747AS,9.899494936611665,79.0
1062014869DL,13.291601358251256,95.0
1062710466G4,26.870057685088806,93.0
1062711292UA,11.239810200058244,95.0
1062711298AA,18.384776310850235,94.0
1062712889G4,,79.0
1062713487DL,17.826689251602573,92.44444444444444
1062713930AA,,75.0
1062713930UA,12.76388133236386,94.25
1062714761G4,,85.0
1063113487DL,14.047538337136983,95.33333333333333
1064311292F9,,94.0
1066612889G4,4.589843860815602,81.33333333333333
1066613796G4,,85.0
1066613830AS,,59.0
1066614057AS,5.656854249492381,89.0
1066614747AS,14.044343692162684,101.92307692307692
1067611697G4,7.7781745930520225,98.5
1067614082G4,,90.0
1067614761G4,11.313708498984761,88.0
1067615624G4,,135.0
1068510397DL,20.700241544484452,102.0
1068511298AA,8.144527815247079,74.66666666666667
1068513204F9,,83.0
1068513487DL,,98.0
1068513930AA,11.009087155618307,79.8
1068514112G4,9.899494936611665,92.0
1069310397DL,12.72621965340323,95.96
1069310397WN,15.76599716689898,95.83333333333333
1069310423WN,13.71130920080209,91.0
1069310721B6,8.48528137423857,101.0
1069310721DL,14.467204291085404,89.4
1069310721WN,10.242883708539635,92.25
1069310821WN,12.382783747337808,95.0
1069310994WN,9.643650760992955,99.0
1069311042WN,19.59081417399491,101.6
1069311057AA,13.983615482995969,87.78260869565217
1069311057WN,34.64823227814083,109.5
1069311066WN,17.009801096230767,100.66666666666667
1069311193DL,,81.0
1069311259WN,8.986100377805714,89.33333333333333
1069311278AA,14.338848074464144,94.53846153846153
1069311278WN,16.501082215591627,100.5
1069311292F9,,67.0
1069311292UA,20.23116407921205,89.4
1069311292WN,15.191371820141121,99.55555555555556
1069311298AA,19.366097997118235,94.11111111111111
1069311433DL,11.38579657452054,88.0
1069311433WN,,126.0
1069311481WN,15.517271483276765,96.25
1069311618UA,10.598742063723098,106.33333333333333
1069311618WN,,87.0
1069311697B6,8.48528137423857,81.0
1069311697NK,,98.0
1069311697WN,19.138965489283898,98.4
1069312191WN,12.442291029412793,103.58333333333333
1069312264UA,7.3048690002703776,92.88888888888889
1069312266UA,13.805795884337854,99.0
1069312451WN,8.217528690414033,99.55555555555556
1069312478AA,22.735801430050067,102.25
1069312478DL,4.04145188432738,84.33333333333333
1069312889WN,16.59980636720114,99.125
1069312892AA,7.359800721939874,103.83333333333333
1069312892DL,23.180451534284945,114.66666666666667
1069312892WN,20.232811635229215,88.16666666666667
1069312953AA,13.575713609236166,87.4
1069312953DL,12.700214744068486,83.25
1069312953WN,17.648418248292582,99.66666666666667
1069313198WN,14.448183276799888,96.0
1069313204F9,,95.0
1069313204WN,11.633763124820982,93.3
1069313232WN,14.470304277462615,95.47058823529412
1069313303AA,21.793729985173872,100.16666666666667
1069313342WN,15.993748778819805,86.6
1069313487DL,1.6431676725154982,81.2
1069313487WN,4.847679857416329,90.0
1069313495NK,,70.0
1069313495WN,10.721584815333085,96.57142857142857
1069313930AA,12.063055832471141,89.77272727272727
1069313930UA,11.124009607312901,91.07692307692308
1069314100AA,7.187952884282607,85.0
1069314100F9,21.03172207246314,99.66666666666667
1069314100WN,12.279160304262577,92.44444444444444
1069314107WN,10.79480327647419,91.55555555555556
1069314112G4,,94.0
1069314122WN,25.534290669607408,103.0
1069314193WN,6.429100507328638,110.33333333333333
1069314492DL,12.876704695283022,89.14285714285714
1069314492WN,16.674164979925614,102.44444444444444
1069314524G4,8.504900548115382,98.33333333333333
1069314635F9,,92.0
1069314635WN,,86.0
1069314679WN,3.5355339059327378,119.5
1069314683WN,6.978538528947161,89.8
1069314747AS,12.662279942148388,84.33333333333333
1069314747DL,,87.0
1069314771AS,12.727922061357855,77.0
1069314771UA,22.29883618573165,100.28571428571429
1069314831WN,,92.0
1069314869DL,,80.0
1069315016WN,6.701989754294366,92.75
1069315304F9,,106.0
1069315304NK,,76.0
1069315304WN,21.1510441034637,102.83333333333333
1069315356F9,,123.0
1071311292UA,15.479018056711478,89.4
1071311292WN,21.454603235669495,102.4
1071311298AA,14.571661996262927,91.66666666666667
1071311884AS,5.019960159204454,89.2
1071311884WN,3.9999999999999987,91.0
1071312889WN,16.263455967290593,84.5
1071312892DL,10.784247771634329,99.6
1071312892G4,3.5355339059327378,100.5
1071312892UA,7.981227975693966,79.8
1071313487DL,13.352902306240393,88.4
1071313796WN,13.853828764228735,95.75
1071313930UA,1.4142135623730951,97.0
1071314057AS,9.094739452798288,100.28571428571429
1071314107AA,10.028293307770106,95.83333333333333
1071314570AS,31.11269837220809,105.0
1071314679WN,9.07009739014233,93.33333333333333
1071314747AS,15.359608797673932,101.92857142857143
1071314747DL,22.62531241562781,93.71428571428571
1071314771UA,13.427051585724781,84.57142857142857
1071314831AS,8.717797887081348,84.0
1071314831WN,6.110100926607789,93.33333333333333
1071314869DL,11.125546178852424,97.0
1071314893AS,2.8284271247461903,94.0
1071314893WN,3.5355339059327378,100.5
1072110154B6,9.609023536933048,88.33333333333333
1072110397B6,13.63818169698586,91.0
1072110397DL,14.258054048963272,91.65
1072110397WN,13.74772708486752,66.0
1072110423B6,12.922847983320086,95.5
1072110423DL,,96.0
1072110423WN,18.14754345175493,91.66666666666667
1072110693B6,17.61628034896508,91.66666666666667
1072110693DL,18.981193700231668,95.57142857142857
1072110693WN,16.84339633209407,92.8
1072110792B6,20.958291915134687,106.66666666666667
1072110792DL,9.579491983746665,87.16666666666667
1072110821B6,21.530294271759768,99.125
1072110821NK,12.34233905438241,91.66666666666667
1072110821WN,13.152846399964252,86.95
1072110994B6,,113.0
1072110994DL,13.114877048604,86.0
1072111042B6,27.967838672303586,97.8
1072111042DL,2.0816659994661335,74.66666666666667
1072111042UA,,100.0
1072111057AA,16.361057744727745,94.0
1072111057B6,,139.0
1072111066DL,18.481973199129293,93.25
1072111193DL,11.225467077636953,93.3
1072111259WN,3.605551275463989,99.0
1072111278AA,20.485369469912925,92.20833333333333
1072111278B6,14.379868802622186,91.37037037037037
1072111278DL,13.228756555322953,100.0
1072111292B6,24.748737341529164,108.5
1072111292UA,15.526321736543613,93.33333333333333
1072111292WN,13.435028842544403,73.5
1072111298AA,17.99918298799404,89.29411764705883
1072111298B6,9.504384952922168,91.33333333333333
1072111433B6,10.526157893552613,87.6
1072111433DL,8.540101482613267,92.4
1072111433NK,,105.0
1072111618B6,13.316656236958787,85.66666666666667
