carrier_route_id,arr_delay_x,arr_delay_y
1127810994B6,19.639246421387966,104.8
1127811042AA,17.233687939614086,100.5
1127811042UA,7.867751594421063,86.91666666666667
1127811057AA,9.842394387176691,87.54545454545455
1127811066AA,8.733078876700166,91.33333333333333
1127811066WN,26.312227829154516,117.33333333333333
1127811146AA,6.244997998398398,97.0
1127811193AA,6.116429864366493,93.375
1127811193DL,14.802871343087462,89.625
1127811259AS,,101.0
1127811259VX,,70.0
1127811259WN,13.877010793806733,87.0
1127811267AA,11.33774423968209,83.1
1127811292F9,14.34456923949502,91.16666666666667
1127811292UA,9.899494936611665,71.0
1127811298AA,21.376292649706297,94.77272727272727
1127811423AA,10.382677881933928,83.6
1127811433AA,8.903249807955358,90.125
1127811433DL,12.345425217849881,88.86666666666666
1127811618UA,16.725153787955712,95.6923076923077
1127811624AA,20.599352740640498,88.33333333333333
1127811697B6,18.398122433849302,89.9090909090909
1127811697WN,16.09347693943108,101.0
1127811986AA,,111.0
1127811995AA,19.086644545335883,102.4
1127811996AA,13.79855064852827,100.0
1127812191WN,12.634008936920292,94.72727272727273
1127812197AA,19.138384931278228,101.55555555555556
1127812217AA,18.95813055883185,95.375
1127812266UA,21.192241767003107,87.88888888888889
1127812323AA,33.23401871576773,106.5
1127812339AA,17.041126723312633,98.0
1127812448AA,15.874507866387544,118.0
1127812451AA,13.016473079470163,91.5
1127812451B6,15.044378795195676,101.33333333333333
1127812478AA,13.516656391282572,99.2
1127812478DL,18.06288617975702,83.375
1127812884AA,,88.0
1127812889AA,10.708252269472673,75.0
1127812892AA,17.017637908946117,90.0
1127812892AS,,129.0
1127812892DL,6.806859285554045,99.66666666666667
1127812945DL,4.949747468305833,83.5
1127812953AA,22.347259339793773,102.4
1127812953DL,17.92462287645567,97.15
1127812992AA,,63.0
1127813198AA,13.322912594474229,90.5
1127813198WN,7.7781745930520225,83.5
1127813204AA,7.875875301495441,88.83333333333333
1127813204B6,9.720643450456823,91.0909090909091
1127813204WN,26.931394319641157,102.6
1127813232WN,11.444066876188145,97.83333333333333
1127813244AA,10.535653752852738,96.0
1127813277AA,1.4142135623730951,75.0
1127813296AA,21.286145729088673,99.5
1127813303AA,17.588572845368727,90.9
1127813342WN,11.06044001535804,92.33333333333333
1127813485DL,,79.0
1127813487AA,12.811127975318955,97.125
1127813487DL,8.029706749078107,82.85714285714286
1127813495AA,4.999999999999999,87.0
1127813495WN,2.516611478423585,84.66666666666667
1127813541AA,,91.0
1127813851AA,,109.0
1127813871DL,,97.0
1127813871WN,,91.0
1127813930AA,13.041845865894272,87.61538461538461
1127813930UA,14.713886690418057,88.53846153846153
1127813931AA,4.949747468305833,81.5
1127814027AA,9.055385138137416,91.0
1127814027B6,6.363961030678928,95.5
1127814057AS,11.313708498984761,77.0
1127814100AA,14.2828568570857,96.0
1127814107AA,20.27196046149412,83.42857142857143
1127814122AA,21.130546609115438,101.0
1127814193AA,8.48528137423857,85.0
1127814307AA,15.796048604481802,102.33333333333333
1127814307WN,8.958236433584458,88.25
1127814321AA,7.704358692139332,91.25
1127814492AA,12.413335937245442,94.0909090909091
1127814492DL,18.29389697868299,95.66666666666667
1127814576AA,16.391054470858993,91.33333333333333
1127814635AA,10.44030650891055,85.0
1127814635B6,4.949747468305833,87.5
1127814685AA,14.628738838327793,103.0
1127814730AA,23.635123177572982,99.57142857142857
1127814747AS,6.0,92.0
1127814771AS,,89.0
1127814771UA,24.020824298928627,86.0
1127814843B6,,83.0
1127814869DL,6.855654600401045,79.0
1127814986AA,19.79898987322333,93.0
1127815016AA,21.99309956716944,94.625
1127815016WN,9.827076298239907,105.5
1127815096AA,15.94678651014053,93.6
1127815304AA,6.465291950097844,87.4
1127815304B6,4.242640687119285,84.0
1127815304WN,5.507570547286103,84.66666666666667
1127815412AA,12.177262183500622,93.57142857142857
1127815624AA,19.65536398374076,98.33333333333333
1127815919AA,,124.0
1129210140UA,5.972157622389639,89.5
1129210140WN,14.153915830374764,92.33333333333333
1129210157UA,,116.0
1129210257WN,,114.0
1129210279UA,3.7859388972001833,99.33333333333333
1129210299UA,17.785762095938797,88.66666666666667
1129210372UA,14.060475443489445,92.66666666666667
1129210397DL,17.175404085333927,89.92857142857143
1129210397F9,21.656407827707714,109.0
1129210397UA,8.921883209278185,95.0
1129210397WN,7.447594690010103,102.66666666666667
1129210408UA,16.263455967290593,75.5
1129210409UA,,89.0
1129210423F9,16.97056274847714,127.0
1129210423UA,15.382168608850678,98.11111111111111
1129210423WN,13.928787137116824,89.7
1129210529WN,19.112822920751398,94.4
1129210558UA,22.271057451320086,87.0
1129210561UA,16.522711641858304,102.0
1129210599UA,12.967909109284607,95.16666666666667
1129210620F9,,97.0
1129210620UA,11.686377906410032,85.28571428571429
1129210627UA,12.983322635853531,85.16666666666667
1129210643F9,,84.0
1129210685F9,,88.0
1129210693UA,16.73320053068151,100.0
1129210693WN,7.4833147735478835,91.5
1129210713UA,9.418067742376884,91.8
1129210713WN,18.520259177452136,103.0
1129210721B6,12.727922061357855,76.0
1129210721UA,16.091997419599004,90.57142857142857
1129210721WN,19.84943324127921,98.0
1129210792F9,,84.0
1129210792WN,,109.0
1129210800UA,2.309401076758505,114.66666666666667
1129210800WN,1.0,96.0
1129210821UA,16.263455967290593,85.5
1129210821WN,12.880402241574673,86.71428571428571
1129210849F9,,77.0
1129210849UA,19.37597923792683,97.5
1129210994WN,,96.0
1129211003F9,,111.0
1129211003UA,9.899494936611665,94.0
1129211042F9,0.7071067811865476,97.5
1129211042UA,7.592289321598402,88.75
1129211042WN,12.020815280171307,100.5
1129211057AA,18.91079537772491,92.72727272727273
1129211057F9,,67.0
1129211057UA,13.316656236958787,99.33333333333333
1129211066UA,12.151817422372122,95.5
1129211066WN,17.92670261555835,102.16666666666667
1129211092UA,2.0816659994661335,90.66666666666667
1129211097UA,12.96148139681572,95.0
1129211109UA,16.578045088229448,100.1
1129211111UA,17.67766952966369,105.5
1129211122UA,6.240548408949685,86.5
1129211193DL,,96.0
1129211193F9,,106.0
1129211193UA,16.502525059315417,81.33333333333333
1129211259WN,15.860830182116384,94.21428571428571
1129211267UA,12.342339054382414,93.66666666666667
1129211278F9,16.219330031375115,97.33333333333333
1129211278UA,,98.0
1129211298AA,12.146604463799749,95.04
1129211298F9,26.956755492207638,98.0
1129211298NK,14.6401275039985,93.33333333333333
1129211298UA,17.30579313959566,98.0952380952381
1129211315UA,6.075908711186061,82.25
1129211413UA,16.27735792296713,98.57142857142857
1129211423F9,28.284271247461902,105.0
1129211423UA,11.313708498984761,90.0
1129211433DL,13.461054936371072,88.8
1129211433F9,,103.0
1129211433NK,12.727922061357855,81.0
1129211433UA,16.994116628998405,98.4
1129211433WN,21.5870331449229,96.0
1129211468UA,12.503332889007366,93.33333333333333
1129211503UA,2.1213203435596424,94.5
1129211540UA,5.391351098441526,91.33333333333333
1129211603UA,9.912113800799506,94.75
1129211618UA,21.651967400393254,88.84615384615384
1129211618WN,,83.0
1129211637UA,6.534523701081817,92.2
1129211638F9,24.041630560342615,88.0
1129211638UA,10.11269828812601,98.66666666666667
1129211648UA,14.72809107341025,91.25
1129211695UA,25.45584412271571,102.0
1129211697UA,8.717797887081348,97.0
1129211697WN,4.58257569495584,96.0
1129211775UA,16.233538670843696,94.55555555555556
1129211865UA,15.932385543003571,93.25
1129211884UA,19.017535767461215,94.5
1129211884WN,20.98253241786288,95.66666666666667
1129211921UA,10.38772168980099,95.71428571428571
1129211977F9,,96.0
1129211986UA,5.802298395176403,95.5
1129211996UA,,104.0
1129212003UA,14.150971698084907,90.25
1129212012UA,3.9370039370059047,97.0
1129212094UA,21.833460559425756,100.2
1129212156UA,17.98054504179448,91.6
1129212173UA,6.13052471924984,84.75
1129212191WN,15.619529345332303,97.16666666666667
1129212206F9,,134.0
1129212217UA,26.870057685088806,95.0
1129212255UA,,87.0
1129212264F9,24.041630560342615,108.0
1129212264UA,18.979414685869052,92.27272727272727
1129212264WN,18.304956393595386,100.75
1129212266F9,16.30950643030009,106.0
1129212266NK,14.094916341243982,93.0
1129212266UA,13.01354605602873,94.93333333333334
1129212278UA,11.958260743101398,92.66666666666667
1129212280UA,3.774917217635375,89.25
1129212339F9,,105.0
1129212339UA,17.289206652321173,85.25
1129212339WN,11.591532960037531,93.0
1129212389UA,19.70532922840925,106.6
1129212441F9,,87.0
1129212441UA,18.767476703547064,94.72727272727273
1129212451UA,12.987173159185438,88.33333333333333
1129212451WN,13.98511113053212,96.25
1129212478B6,,137.0
1129212478DL,8.649249898663111,88.14285714285714
1129212519UA,17.521415467935235,96.0
1129212888UA,16.235249715767644,93.75
1129212889F9,15.678313806322537,92.85714285714286
1129212889NK,10.968135666557012,89.4
1129212889UA,10.631452289211374,94.55555555555556
1129212889WN,17.51958610914931,100.53846153846153
1129212892AA,14.3858395984517,92.33333333333333
1129212892DL,16.40399064529449,94.9090909090909
1129212892F9,18.384776310850235,97.0
1129212892NK,11.313708498984761,112.0
1129212892UA,11.043619807904404,91.5
1129212892WN,12.40276466875718,98.6
1129212896UA,3.1091263510296048,89.5
1129212896WN,,95.0
1129212899UA,5.5075705472861,80.66666666666667
1129212902UA,,89.0
1129212953DL,21.07921567168317,89.33333333333333
1129212953UA,8.80151502110101,82.66666666666667
1129212953WN,22.896506283710625,95.25
1129212954WN,12.0,85.0
1129212982UA,,97.0
1129212992F9,14.142135623730951,99.0
1129212992UA,19.05255888325765,99.5
1129213029UA,2.7537852736430506,92.25
1129213158UA,8.44026630137315,86.71428571428571
1129213198UA,9.695359714832659,98.0
1129213198WN,7.9630557206550066,89.92307692307692
1129213204F9,22.60530911091463,98.0
1129213204UA,7.671840904055744,84.0
1129213204WN,10.35012077224223,91.375
1129213230F9,,104.0
1129213232WN,12.018062386650012,94.94117647058823
1129213244F9,20.506096654409877,101.5
1129213244UA,5.686240703077328,86.33333333333333
1129213264UA,14.311167800341234,108.85714285714286
1129213303AA,12.501999840025594,88.5
1129213303F9,21.920310216782973,91.5
1129213303UA,9.899494936611665,93.0
1129213342F9,20.506096654409877,115.5
1129213342UA,12.469009201864855,92.14285714285714
1129213342WN,20.345234612276446,101.75
1129213367UA,7.4139508136125825,93.16666666666667
1129213433UA,26.16295090390226,115.5
1129213476UA,,109.0
1129213485UA,5.944184833375669,90.0
1129213486UA,4.949747468305833,83.5
1129213487DL,11.4654761286718,84.8
1129213487F9,20.87063327580966,98.25
1129213487NK,,98.0
1129213487UA,11.927559124425526,93.53333333333333
1129213487WN,7.866242926440663,89.9
1129213495NK,45.96194077712559,94.5
1129213495UA,10.14889156509222,93.0
1129213495WN,21.556901447100415,98.2
1129213502UA,13.012814197295418,86.0
1129213796WN,11.645218379708947,90.11111111111111
1129213830UA,8.876936408468861,82.6
1129213851F9,4.949747468305833,103.5
1129213851UA,20.00545380185568,99.72727272727273
1129213851WN,8.438009243891596,94.8
1129213871F9,,110.0
1129213871UA,16.255402032496622,92.71428571428571
1129213871WN,19.269146322554096,96.4
1129213891F9,,87.0
1129213891UA,,84.0
1129213891WN,26.539279065817393,100.33333333333333
1129213930AA,18.52762065870108,93.54545454545455
1129213930F9,5.5075705472861,92.33333333333333
1129213930NK,25.837634050611783,108.25
1129213930UA,13.869713966670018,93.1
1129213931UA,25.890796305508516,99.66666666666667
1129214004UA,,108.0
1129214057F9,10.719919153924002,96.75
1129214057UA,13.635831380443856,94.46153846153847
1129214057WN,9.013878188659973,93.33333333333333
1129214100AA,,74.0
1129214100F9,4.509249752822898,132.33333333333334
1129214100UA,11.16542281629615,98.0
1129214100WN,14.568802284333465,93.25
1129214107AA,7.819389819088006,94.85714285714286
1129214107F9,14.370107863199914,97.0
1129214107UA,13.4412301024373,92.0
1129214107WN,12.773670837573146,97.0
1129214122UA,7.7620873481300094,87.25
1129214122WN,,94.0
1129214237UA,12.727922061357855,101.0
1129214252UA,7.547626558506103,93.16666666666667
1129214262UA,21.520754102560094,92.14285714285714
1129214288UA,1.4142135623730951,92.0
1129214321F9,6.363961030678928,80.5
1129214321UA,,84.0
1129214457UA,12.28045291548825,94.85714285714286
1129214489UA,13.656500283747661,91.66666666666667
1129214492F9,,115.0
1129214492UA,9.628083921528727,88.2
1129214492WN,2.1213203435596424,80.5
1129214524UA,18.488091405267443,94.14285714285714
1129214543UA,13.619838471876236,102.0
1129214570UA,7.0,90.0
1129214570WN,20.5993527406405,92.66666666666667
1129214635F9,,100.0
1129214635UA,,87.0
1129214674UA,5.367450401216932,85.85714285714286
1129214679F9,11.586630226256466,95.25
1129214679UA,12.524158472909285,92.36363636363636
1129214679WN,12.990627785307769,92.38461538461539
1129214683F9,,77.0
1129214683UA,14.396180048887969,95.66666666666667
1129214683WN,18.87973634467506,98.77777777777777
1129214685F9,,82.0
1129214689UA,10.643203360726401,97.55555555555556
1129214698UA,3.5355339059327378,101.5
1129214730F9,,84.0
1129214730UA,9.899494936611665,110.0
1129214730WN,4.242640687119285,92.0
1129214747AS,15.033296378372908,82.0
1129214747DL,21.75545908502048,85.4
1129214747F9,27.676705006196094,101.0
1129214747UA,14.483707321600289,99.0
1129214747WN,19.449109417730604,99.375
1129214771AS,,127.0
1129214771F9,4.949747468305833,136.5
1129214771UA,17.04531774836882,104.4
1129214771WN,17.05571563721194,104.6923076923077
1129214783UA,10.785793124908956,114.33333333333333
1129214794UA,,105.0
1129214814UA,15.556349186104045,96.0
1129214831F9,,98.0
1129214831UA,17.08882025705045,95.44444444444444
1129214831WN,17.23820047323837,94.6
1129214869DL,15.059742140333395,90.4375
1129214869F9,11.335784048754634,86.0
1129214869UA,17.274784566476704,95.27272727272727
1129214869WN,20.50043553544307,108.625
1129214893F9,,86.0
1129214893UA,12.945398152754258,101.25
1129214893WN,20.279740065958862,97.125
1129214908F9,16.5,93.25
1129214908UA,10.793516572461453,96.75
1129214908WN,13.66814478333405,100.27272727272727
1129215016F9,4.949747468305833,84.5
1129215016UA,14.889407121992617,88.77777777777777
1129215016WN,13.421065531469546,101.875
1129215023UA,6.363961030678928,99.5
1129215096F9,,86.0
1129215096UA,2.8284271247461903,93.0
1129215304F9,14.849242404917497,120.5
1129215304UA,6.1806148561449765,88.0
1129215304WN,13.637527006651274,95.625
1129215370F9,,96.0
1129215370UA,11.291589790636218,92.66666666666667
1129215370WN,10.264826674945208,97.83333333333333
1129215376F9,,83.0
1129215376UA,15.435971973582705,96.46153846153847
1129215376WN,20.074415131135027,97.875
1129215412F9,,139.0
1129215412UA,8.02080627701064,97.33333333333333
1129215582UA,9.29157324317757,90.33333333333333
1129215919UA,6.806859285554047,88.33333333333333
1129216869UA,,86.0
1129810136AA,14.13865322976397,102.41666666666667
1129810140AA,14.497290387221627,103.8
1129810155AA,9.333928552448976,97.7
1129810185AA,3.4641016151377544,89.0
1129810208AA,,94.0
1129810279AA,15.583169280835168,96.71428571428571
1129810372AA,8.301606270274847,86.25
1129810397AA,11.971807542062136,102.35714285714286
1129810397DL,8.944598814548161,92.3157894736842
1129810397NK,4.932882862316246,82.66666666666667
1129810423AA,14.313202074420259,101.54166666666667
1129810431AA,,102.0
1129810529AA,20.80664957811965,110.25
1129810561AA,26.27419519858474,95.66666666666667
1129810599AA,15.362291495737216,100.0
1129810620AA,11.313708498984761,88.0
1129810627AA,22.99347733597509,104.2
1129810685AA,4.725815626252606,96.33333333333333
1129810693AA,16.137747692438225,94.26315789473684
1129810713AA,9.899494936611665,93.0
1129810721AA,10.937049310442356,96.42857142857143
1129810721B6,12.637246535539298,100.8
1129810721NK,,122.0
1129810728AA,12.877629181387906,93.5
1129810747AA,9.15969431804359,98.5
1129810781AA,7.6679008403019475,89.78571428571429
1129810800AA,,110.0
1129810821AA,12.286267983093197,96.42857142857143
1129810821NK,12.361229712289955,79.6
1129810849AA,15.208550226763892,95.6
1129810868AA,19.103726886458073,102.57142857142857
1129810980AA,6.782329983125266,87.0
1129810994AA,13.076696830622021,100.5
1129811003AA,,80.0
1129811042AA,14.899664425751338,96.5
1129811049AA,15.498533654979926,92.75
1129811057AA,14.439019846154624,99.88235294117646
1129811066AA,19.189841062395487,106.75
1129811067AA,26.42347441196937,106.2
1129811109AA,14.113823011501882,94.8
1129811111AA,8.52447456836295,94.66666666666667
1129811140AA,19.179136730162956,95.125
1129811193AA,10.469911538262759,95.57142857142857
1129811193DL,14.341083176199302,88.5
1129811233AA,4.932882862316246,69.33333333333333
1129811267AA,6.273527146441852,91.75
1129811278AA,12.654322112696049,103.14285714285714
1129811292AA,13.8871390710595,100.3
1129811292F9,21.213203435596427,87.0
1129811292NK,37.476659402887016,107.5
1129811292UA,9.688481133111974,91.66666666666667
1129811413AA,9.341726668173134,93.875
1129811415AA,,98.0
1129811423AA,12.020815280171307,87.5
1129811433AA,10.252494153309055,94.25
1129811433DL,6.730527468185536,91.4
1129811433NK,14.2448821218944,104.25
1129811481AA,9.899494936611665,89.0
1129811503AA,26.159765544311238,97.66666666666667
1129811540AA,18.315914590124276,103.54545454545455
1129811612AA,9.865765724632492,102.0
1129811618AA,20.174241001832016,98.0
1129811618UA,15.010551844175037,87.875
1129811624AA,5.656854249492381,94.0
1129811637AA,27.778888866667554,97.5
1129811638AA,5.958187643906492,82.0
1129811648AA,,65.0
1129811695AA,4.949747468305833,80.5
1129811697AA,18.562507014589023,101.16666666666667
1129811697NK,20.717142660125695,110.8
1129811775AA,12.727922061357855,94.0
1129811778AA,15.106762913155341,106.25
1129811823AA,10.408329997330666,88.33333333333333
1129811867AA,18.484227510682363,103.5
1129811905AA,11.547005383792513,88.66666666666667
1129811921AA,21.379117537135784,102.33333333333333
1129811973AA,4.72581562625261,98.66666666666667
1129811980AA,11.71750826754562,85.6
1129811982AA,11.892399533595679,95.6875
1129811986AA,19.478926341782067,104.0
1129811995AA,11.846237095944574,104.0
1129811996AA,8.86378399255457,94.16666666666667
1129812012AA,,81.0
1129812094AA,10.606601717798213,125.5
1129812173AA,17.8232058470598,96.5
1129812191AA,21.189620100417095,98.75
1129812206AA,,89.0
1129812217AA,7.745966692414833,89.5
1129812264AA,11.503622617824933,101.5
1129812264UA,21.444502014891057,89.66666666666667
1129812266AA,10.943661922032144,99.07142857142857
1129812266UA,15.937707686985275,92.7
1129812278AA,7.925792188682582,96.72727272727273
1129812339AA,10.5175590142888,88.42857142857143
1129812441AA,15.132745950421556,92.0
1129812448AA,14.800900873482894,97.8
1129812451AA,14.261058087595666,103.6
1129812478AA,18.175074506954115,85.33333333333333
1129812478DL,31.81980515339464,92.5
1129812511AA,6.418722614352483,90.2
1129812758AA,4.242640687119285,85.0
1129812889AA,15.755376354056764,100.16666666666667
1129812889NK,11.082336478296524,93.72727272727273
1129812891AA,18.63560340546327,101.57142857142857
1129812892AA,17.20916334486668,96.96969696969697
1129812892DL,10.08959860450355,93.6
1129812892NK,18.130085493455347,92.8
1129812892UA,16.623276853055575,102.33333333333333
1129812896AA,13.503153884747253,94.78571428571429
1129812915AA,11.810003830490084,97.14285714285714
1129812945AA,10.377688980280174,91.625
1129812951AA,9.393513466115607,92.71428571428571
1129812953AA,18.91053111719771,92.05263157894737
1129812953DL,10.796824930109247,89.0
1129812953NK,,92.0
1129812992AA,8.820866868267105,97.15384615384616
1129813061AA,16.48321657236319,97.375
1129813158AA,12.529964086141668,98.0
1129813198AA,12.848939181708275,100.33333333333333
1129813204AA,13.029197979921866,93.48
1129813204NK,14.660036380127666,91.25
1129813230AA,,92.0
1129813244AA,12.64215866947476,99.85714285714286
1129813256AA,10.138435717006779,89.66666666666667
1129813277AA,4.500000000000001,87.25
1129813290AA,11.364662579925353,96.6
1129813303AA,18.888802029384053,99.05
1129813342AA,8.318653737234168,106.0
1129813367AA,9.192388155425117,97.5
1129813377AA,13.316656236958787,96.66666666666667
1129813422AA,27.072433704169757,102.75
1129813485AA,8.860022573334673,94.0
1129813486AA,,90.0
1129813487AA,13.483323032546538,110.0
1129813487DL,8.31831980897852,85.77777777777777
1129813487NK,8.48528137423857,93.0
1129813495AA,10.128840338035076,93.85714285714286
1129813502AA,9.17605579756357,94.2
1129813796AA,,95.0
1129813796NK,,91.0
1129813830AA,,91.0
1129813851AA,7.789726689507996,96.95652173913044
1129813871AA,13.291601358251256,94.0
1129813891AA,14.502936421123994,99.21428571428571
1129813930AA,12.143988194796732,95.45833333333333
1129813930NK,17.15614564327703,88.66666666666667
1129813930UA,16.809643142080755,88.6923076923077
1129813931AA,20.564937798755107,102.75
1129814027AA,7.7781745930520225,94.5
1129814057AA,23.027256576816644,111.36363636363636
1129814057AS,,99.0
1129814100AA,11.2155195505103,95.16666666666667
1129814107AA,14.478493727828898,99.62962962962963
1129814107NK,32.07802986469088,103.0
1129814109AA,6.363961030678928,86.5
1129814122AA,21.77154105707724,106.0
1129814122NK,8.48528137423857,95.0
1129814193AA,15.78325413566895,102.88888888888889
1129814262AA,11.775681155103795,97.0
1129814457AA,20.63492185592182,110.4
1129814492AA,14.706655441864214,95.42857142857143
1129814524AA,18.09696107085386,104.5
1129814570AA,13.240090634130873,86.4
1129814588AA,26.229754097208,105.0
1129814635AA,15.065412927187447,107.83333333333333
1129814674AA,15.734781006843832,94.75
1129814679AA,15.47455669031927,100.80952380952381
1129814679NK,11.313708498984761,91.0
1129814683AA,12.962583516744317,98.14285714285714
1129814685AA,15.521490478258416,113.75
1129814689AA,16.203908993408554,96.83333333333333
1129814696AA,10.368220676663862,102.5
1129814698AA,,76.0
1129814730AA,18.839969332364756,101.22222222222223
1129814747AA,15.108496505829647,99.6
1129814747AS,15.129992289048486,93.25
1129814771AA,17.917188424126174,102.76923076923077
1129814771UA,16.23747380461492,94.1
1129814783AA,10.19226927338444,97.0
1129814814AA,12.658988901172162,89.25
1129814831AA,16.131749233524967,98.7
1129814842AA,10.167486305758064,95.4
1129814843AA,15.0996688705415,93.0
1129814869AA,8.626164517658722,99.875
1129814869DL,14.413535305399574,96.33333333333333
1129814893AA,20.10085680871451,103.4
1129814908AA,14.385450165726066,96.76470588235294
1129814960AA,9.750213672872338,90.66666666666667
1129815016AA,8.759868384721715,99.11764705882354
1129815023AA,,102.0
1129815074AA,0.7071067811865476,116.5
1129815249AA,13.019216566291536,99.0
1129815304AA,14.375326083258074,94.375
1129815304NK,3.7682887362833544,83.2
1129815370AA,14.992081243109642,98.6875
1129815376AA,18.7794213613377,105.0
1129815401AA,13.563021623353535,103.2
1129815411AA,17.77951380412612,98.88888888888889
1129815412AA,7.699721701835349,88.57142857142857
1129815624AA,8.936504412303007,93.11111111111111
1129815919AA,14.289138783687672,98.22222222222223
1129816218AA,19.091883092036785,81.5
1130810397DL,19.15704633398438,97.08333333333333
1131511292UA,15.716233645501712,82.0
1133610299AS,,99.0
1133713487DL,15.146899729930592,89.5
1133713930AA,,73.0
1133713930UA,5.656854249492381,93.0
1141311292UA,10.581793750322248,90.84615384615384
1141311298AA,9.428932172031034,97.28571428571429
1141314107AA,22.81081614790083,98.66666666666667
1141511298AA,,92.0
1142310397DL,4.990467102863409,84.71428571428571
1142310466G4,,86.0
1142311057AA,7.162401831787992,98.4
1142311278AA,21.965882636488796,97.0
1142311292UA,12.116498001053102,93.85714285714286
1142311298AA,13.590437814875575,89.5
1142311433DL,13.654466098842693,89.77777777777777
1142311618UA,,86.0
1142312266UA,28.45171348091359,105.5
1142312889G4,12.020815280171307,85.5
1142312889WN,2.8284271247461903,73.0
1142312953DL,,82.0
1142313487DL,13.028500683707218,90.27777777777777
1142313930AA,20.14357556055122,100.81818181818181
1142313930UA,6.732275203210628,89.83333333333333
1142314082G4,,80.0
1142314100AA,9.945685831890463,85.75
1142314107AA,16.416455159382004,93.0
1142315016WN,5.715476066494082,96.0
1143310135DL,12.192894105447921,95.0
1143310257DL,18.887826767524103,92.66666666666667
1143310333DL,6.363961030678928,77.5
1143310397DL,15.038003140761024,92.3076923076923
1143310397NK,34.01347772084864,109.75
1143310397WN,,78.0
1143310408DL,7.0427267446636055,85.0
1143310423DL,25.32079890411946,87.85714285714286
1143310423NK,19.79898987322333,77.0
1143310434DL,11.63901484949077,90.66666666666667
1143310469DL,17.712519113139535,88.2
1143310529DL,7.865536642001399,89.33333333333333
1143310577DL,18.349235527521152,91.22222222222223
1143310599DL,7.20185161376341,82.66666666666667
1143310693DL,15.512226360734513,90.3125
1143310693WN,15.614096195425464,95.6
1143310721B6,13.68393218340401,96.66666666666667
1143310721DL,8.08097752763846,93.92857142857143
1143310721NK,,91.0
1143310785DL,13.992855319769442,91.4
1143310792DL,21.145330453790503,98.625
1143310821DL,8.504900548115382,92.5
1143310821NK,1.4142135623730951,97.0
1143310821WN,20.36950334855189,99.75
1143310874DL,6.363961030678928,99.5
1143310980DL,17.25688268488837,91.6
1143310994DL,6.652067347825033,95.75
1143311003DL,23.09112383579457,99.0
1143311042DL,11.49390665134749,92.42857142857143
1143311057AA,12.448718337053583,92.83333333333333
1143311057DL,12.40014662669907,93.18181818181819
1143311066DL,16.066269013059625,96.125
1143311193DL,15.864314374981205,91.5
1143311203DL,14.009520572334612,87.33333333333333
1143311259WN,13.90443574307614,94.0
1143311267DL,4.163331998932267,87.66666666666667
1143311278AA,4.505552130427523,93.5
1143311278DL,14.937010601666108,94.4
1143311292DL,31.085902485424697,107.33333333333333
1143311292NK,,97.0
1143311292UA,11.51810169544733,96.0
1143311292WN,2.217355782608345,80.75
1143311298AA,15.409232441768298,95.77777777777777
1143311298DL,18.838548486837013,90.0909090909091
1143311298NK,30.405591591021544,108.5
1143311423DL,16.255402032496622,91.71428571428571
1143311537DL,23.18332734243872,92.33333333333333
1143311577DL,9.384061277538956,88.66666666666667
1143311587DL,,96.0
1143311612DL,9.476788686550094,89.14285714285714
1143311618DL,15.850867484147356,107.66666666666667
1143311618UA,23.306368511349277,102.57142857142857
1143311697B6,,93.0
1143311697DL,24.44585854495603,98.0
1143311697NK,10.276186062932105,85.0
1143311823DL,10.621182787690069,82.85714285714286
1143311977DL,13.544166435940026,91.22222222222223
1143311986DL,15.31949128355159,94.07142857142857
1143311995DL,11.05828713163636,86.0
1143311996DL,4.242640687119285,78.0
1143312173DL,,70.0
1143312197DL,13.51090094865788,90.9
1143312217DL,,92.0
1143312264DL,11.997684961876791,92.22222222222223
1143312264UA,11.874342087037917,93.0
1143312266DL,23.18764038591824,80.5
1143312266NK,14.023789311975085,82.0
1143312266UA,15.940192708676506,96.61538461538461
1143312335DL,1.0,85.0
1143312339DL,11.226271271738746,86.8125
1143312397DL,13.291601358251258,78.66666666666667
1143312451DL,2.081665999466131,86.66666666666667
1143312478DL,9.521904571390468,83.33333333333333
1143312884DL,9.754120008635178,91.5
1143312889DL,8.599557020706412,82.57142857142857
1143312889NK,16.00892608158693,86.5
1143312892DL,13.144616859420148,89.93333333333334
1143312892NK,12.641202474448386,124.4
1143312945DL,8.224527776283399,85.75
1143312953AA,27.114571728131722,101.2
1143312953DL,19.232098855133476,86.78571428571429
1143312953NK,21.83575050232989,90.0
1143312992DL,,108.0
1143313076DL,,98.0
1143313184DL,9.8657657246325,95.0
1143313198DL,15.898113095584646,100.0
1143313198NK,,96.0
1143313204DL,12.336035739968404,87.8
1143313204F9,14.142135623730951,102.0
1143313204NK,21.932345469141637,107.55555555555556
1143313230DL,13.72191346317667,96.9090909090909
1143313232DL,14.38459824488215,87.25
1143313232WN,11.35781669160055,91.33333333333333
1143313244DL,12.139467313958495,79.83333333333333
1143313296DL,5.678908345800273,92.75
1143313303AA,,81.0
1143313303DL,0.7071067811865476,92.5
1143313342DL,13.515965325544405,89.28571428571429
1143313367DL,9.68553167407571,94.85714285714286
1143313459DL,9.01849950564579,87.0
1143313485DL,15.913175882477596,95.1875
1143313487DL,9.724450373411088,91.22727272727273
1143313487NK,12.84198842339716,92.75
1143313495DL,13.72953021774598,85.0
1143313495NK,0.7071067811865476,81.5
